,Company,Rating,Review Count,Title,Experience,Salary,Location,Skills,Link,Role,Industry Type,Functional Area,Employment Type,Role Category,UG ,PG ,Doctorate ,Industry
0,Mindtree Limited,4.0,(1722 Reviews),Data Science -- SSE/Module Lead/Technical Lead,6-9 Yrs,Not disclosed,Chennai,"Spark,Databricks,Machine Learning,Google Big Query,OOPs,Machine Learning Implementation,Azure,Sql",https://www.naukri.com/job-listings-data-science-sse-module-lead-technical-lead-mindtree-limited-chennai-6-to-9-years-240621500264?src=jobsearchDesk&sid=16261034303028920&xp=1&px=2,"Team Lead/Technical Lead,","IT Services & Consulting,","IT Software - Other,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
1,United Techno Info Systems P Limited,4.4,(5 Reviews),Data Science Specialist,1-2 Yrs,Not disclosed,Chennai(Greams Road),"Python,R,communication,presentation,MS SQL Server,Numpy,Scikit - Learn,Theano",https://www.naukri.com/job-listings-data-science-specialist-united-techno-info-systems-p-limited-chennai-1-to-2-years-240621004004?src=jobsearchDesk&sid=16261034303028920&xp=2&px=2,"Technical Architect,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
2,Shell India Markets Private Limited,4.1,(677 Reviews),Data Science Team Lead - Retail,8-12 Yrs,Not disclosed,Chennai,"Multivariate Analysis,Retail Sales,R,Factor Analysis,Marketing Mix Modeling,Market Basket Analysis,Time Series,Data Analytics",https://www.naukri.com/job-listings-data-science-team-lead-retail-shell-india-markets-private-limited-chennai-8-to-12-years-230621907315?src=jobsearchDesk&sid=16261034303028920&xp=3&px=2,"Analytics Manager,","Petrochemical / Plastics / Rubber,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,Any Postgraduate,,
3,Shell India Markets Private Limited,4.1,(677 Reviews),Data Science Team Lead - Retail,8-10 Yrs,Not disclosed,Chennai,"Spotfire,Multivariate Analysis,R,Factor Analysis,Alteryx,Time Series,Tableau,Data Analytics",https://www.naukri.com/job-listings-data-science-team-lead-retail-shell-india-markets-private-limited-chennai-8-to-10-years-160621907675?src=jobsearchDesk&sid=16261034303028920&xp=4&px=2,"Analytics Manager,","Petrochemical / Plastics / Rubber,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,Any Postgraduate,,
4,firstlight.ai, , ,Junior Data Science,0-3 Yrs,Not disclosed,Chennai,"Law enforcement,Architecture,data science,Relationship,Javascript,Database administration,JSON,Stored procedures",https://www.naukri.com/job-listings-junior-data-science-firstlight-ai-chennai-0-to-3-years-190521501221?src=jobsearchDesk&sid=16261034303028920&xp=5&px=2,"Software Developer,","Telecom / ISP,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
5,Myna Solutions, , ,Data Science Engineer,5-10 Yrs,Not disclosed,Chennai,"Data Science,Predictive Modeling,Xgboost,Data Visualization,Tableau,Machine Learning,Deep Learning,Python",https://www.naukri.com/job-listings-data-science-engineer-myna-solutions-chennai-5-to-10-years-150621903339?src=jobsearchDesk&sid=16261034303028920&xp=6&px=2,"Software Developer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,Doctorate Not Required,
6,"People First Consultants Pvt Ltd.,   ", , ,Data Science - senior analyst,4-7 Yrs,Not disclosed,Chennai,"R,Machine Learning,Python,Data Science,NoSQL,Algorithms,SAS,Unsupervised Learning",https://www.naukri.com/job-listings-data-science-senior-analyst-people-first-consultants-pvt-ltd-chennai-4-to-7-years-250621000544?src=jobsearchDesk&sid=16261034303028920&xp=7&px=2,"Technical Architect,","Analytics / KPO / Research,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,Any Graduate,,,
7,AVE-Promagne, , ,Associate Director - Data science,10-20 Yrs,Not disclosed,Chennai,"verbal communication,written,R,Python,IT Skills,Data Science,Machine Learning,Team Management",https://www.naukri.com/job-listings-associate-director-data-science-ave-promagne-chennai-10-to-20-years-040621905417?src=jobsearchDesk&sid=16261034303028920&xp=8&px=2,"CEO/MD/Director,","IT Services & Consulting,","Top Management,","Full Time, Permanent",Other,Any Graduate,Any Postgraduate,Doctorate Not Required,
8,Perfect Digital Media Resources Pvt Ltd,4.3,(13 Reviews),Data Analyst - Bio Science,2-3 Yrs,Not disclosed,Chennai,"Data Analyst,Subject Matter Expert,Research",https://www.naukri.com/job-listings-data-analyst-bio-science-perfect-digital-media-resources-pvt-ltd-chennai-2-to-3-years-210521500396?src=jobsearchDesk&sid=16261034303028920&xp=9&px=2,"Software Developer,","Internet,","IT Software - Embedded, EDA, VLSI, ASIC, Chip Design,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
9,T2 Innovations, , ,Senior Engineer - AI (Data Science Focus),4-6 Yrs,Not disclosed,Chennai,"Computer science,Prototype,data science,Image processing,Machine learning,Agile,Data structures,HTML",https://www.naukri.com/job-listings-senior-engineer-ai-data-science-focus-t2-innovations-chennai-4-to-6-years-020221500861?src=jobsearchDesk&sid=16261034303028920&xp=10&px=2,"Software Developer,","Recruitment / Staffing,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
10,Oportun , , ,Senior Director -  Data Science and Analytics,15-20 Yrs,Not disclosed,Chennai,"Artificial Intelligence,Machine Learning,Python,Predictive Modeling,Tensorflow,Natural Language Processing,Text Mining,Deep Learning",https://www.naukri.com/job-listings-senior-director-data-science-and-analytics-oportun-chennai-15-to-20-years-190621001102?src=jobsearchDesk&sid=16261034303028920&xp=11&px=2,"Head/VP/GM-Technology (IT)/CTO,","FinTech / Payments,","Top Management,","Full Time, Permanent",Other,Any Graduate,Any Postgraduate,,
11,Oportun , , ,Senior Manager -  Data Science,12-15 Yrs,Not disclosed,Chennai,"Pandas,Machine Learning,Python,Data Science,Predictive Modeling,Logistic Regression,Artificial Intelligence,Natural Language Processing",https://www.naukri.com/job-listings-senior-manager-data-science-oportun-chennai-12-to-15-years-140621004707?src=jobsearchDesk&sid=16261034303028920&xp=12&px=2,"Program Manager,","FinTech / Payments,","IT Software - eCommerce, Internet Technologies,","Full Time, Permanent",Senior Management,Any Graduate,,,
12,Indix, , ,Software Engineer - Data Science,2-5 Yrs,Not disclosed,Chennai,"Computer science,Data modeling,Analytical,Machine learning,Programming,Information retrieval,data visualization,Data mining",https://www.naukri.com/job-listings-software-engineer-data-science-indix-chennai-2-to-5-years-150120500216?src=jobsearchDesk&sid=16261034303028920&xp=13&px=2,"Software Developer,","IT Services & Consulting,","IT Software - System Programming,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
13,Crayon-Data,3.5,(5 Reviews),Head Of Data Science,7-11 Yrs,Not disclosed,Chennai,"Product management,deep learning,NoSQL,data science,Aviation,Machine learning,Maya,big data",https://www.naukri.com/job-listings-head-of-data-science-crayon-data-chennai-7-to-11-years-250219503018?src=jobsearchDesk&sid=16261034303028920&xp=14&px=2,"Head/VP/GM-Technology(IT)/CTO,","IT Services & Consulting,","IT Software - eCommerce, Internet Technologies,","Full Time, Permanent",Senior Management,Any Graduate,Post Graduation Not Required,,
14,Career Soft Solutions,3.8,(5 Reviews),Python / Data Science Architect,10-15 Yrs,Not disclosed,Chennai,"Coding,System integration,Machine learning,Agile,Application development,Data mining,MATLAB,SQL",https://www.naukri.com/job-listings-python-data-science-architect-career-soft-solutions-chennai-10-to-15-years-240321501054?src=jobsearchDesk&sid=16261034303028920&xp=15&px=2,"Software Developer,","Recruitment / Staffing,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
15,Buckman, , ,Data Science Lead,8-13 Yrs,Not disclosed,Chennai,"Computer science,Product quality,Water treatment,Analytical,Machine learning,Data mining,MATLAB,Analytics",https://www.naukri.com/job-listings-data-science-lead-buckman-chennai-8-to-13-years-220820500069?src=jobsearchDesk&sid=16261034303028920&xp=16&px=2,"Team Lead/Technical Lead,","Petrochemical / Plastics / Rubber,","IT Software - Other,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
16,Oportun Inc, , ,"Manager , Data Science",7-10 Yrs,Not disclosed,Chennai,"Computer science,Loans,Logistic regression,Project planning,Risk management,Stakeholder management,Financial services,Monitoring",https://www.naukri.com/job-listings-manager-data-science-oportun-inc-chennai-7-to-10-years-210521501239?src=jobsearchDesk&sid=16261034303028920&xp=17&px=2,"Team Lead/Technical Lead,","Banking,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
17,TransUnion Software Services Pvt. Ltd,4.6,(33 Reviews),"Consultant, Data Science and Analytics",4-8 Yrs,Not disclosed,Chennai,"Cloud computing,Linux,Simulation,Consulting,Agile,Manager Quality Control,Business intelligence,Financial services",https://www.naukri.com/job-listings-consultant-data-science-and-analytics-transunion-software-services-pvt-ltd-chennai-4-to-8-years-141220500285?src=jobsearchDesk&sid=16261034303028920&xp=18&px=2,"Team Lead/Technical Lead,","IT Services & Consulting,","IT Software - Other,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
18,Imbibe Consultancy Services Pvt Ltd , , ,Data science Engineer,4-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru","Data Mining,Web Services,Python,R,SLQ,IT Skills,Scala,Data Structures",https://www.naukri.com/job-listings-data-science-engineer-imbibe-consultancy-services-pvt-ltd-hyderabad-secunderabad-gurgaon-gurugram-chennai-bangalore-bengaluru-4-to-8-years-300621002886?src=jobsearchDesk&sid=16261034303028920&xp=19&px=2,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
19,ADF Data Science Private Limited,3.4,(13 Reviews),Junior Data Scientist/Data Analyst - Remote,0-3 Yrs,Not disclosed,Chennai,"Python,SQL,IT Skills,Java,Software Development,Data Science,Machine Learning,CVS",https://www.naukri.com/job-listings-junior-data-scientist-data-analyst-remote-adf-data-science-private-limited-chennai-0-to-3-years-300621000839?src=jobsearchDesk&sid=16261034303028920&xp=20&px=2,"Software Developer,","Software Product,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
20,Hucon Solutions, , ,Data Science-Lead - Need Immediate Joiners,10-15 Yrs,Not disclosed,Chennai,"R Analytics,Python,machine learning,Hadoop,statistical analysis,big data,IT Skills,Data Science",https://www.naukri.com/job-listings-data-science-lead-need-immediate-joiners-hucon-solutions-chennai-10-to-15-years-250521907751?src=jobsearchDesk&sid=16261038911911661&xp=1&px=3,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"Any Graduate, B.Tech/B.E. in Any Specialization",MCA in Computers,Doctorate Not Required,
21,CHANGE LEADERS CONSULTING, , ,Scrum Master( With AWS devops and Data Science ),7-12 Yrs,Not disclosed,Chennai,"IT Skills,Python,Data Science,DevOps,Project Management,AWS,BPO,scrum master",https://www.naukri.com/job-listings-scrum-master-with-aws-devops-and-data-science-change-leaders-consulting-chennai-7-to-12-years-190421600389?src=jobsearchDesk&sid=16261038911911661&xp=2&px=3,"Project Manager-IT/Software,","IT Services & Consulting,","Site Engineering, Project Management,","Full Time, Permanent",Project Management,Any Graduate,Any Postgraduate,Doctorate Not Required,
22,Crayon-Data,3.5,(5 Reviews),Head Of Data Science,7-11 Yrs,Not disclosed,Chennai,"Product management,deep learning,NoSQL,data science,Aviation,Machine learning,Maya,big data",https://www.naukri.com/job-listings-head-of-data-science-crayon-data-chennai-7-to-11-years-250219503018?src=jobsearchDesk&sid=16261038911911661&xp=3&px=3,"Head/VP/GM-Technology(IT)/CTO,","IT Services & Consulting,","IT Software - eCommerce, Internet Technologies,","Full Time, Permanent",Senior Management,Any Graduate,Post Graduation Not Required,,
23,Inflexion Analytix Private Limited, , ,Data Scientist / Data Analyst -Business Analyst,0-3 Yrs,"3,50,000 - 4,50,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","IT Skills,Python,Data Science,Machine Learning,Artificial Intelligence,Cloud,Business Intelligence,Power Bi",https://www.naukri.com/job-listings-data-scientist-data-analyst-business-analyst-inflexion-analytix-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-3-years-020721003625?src=jobsearchDesk&sid=16261038911911661&xp=4&px=3,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Sc in Any Specialization, BCA in Any Specialization, B.B.A/ B.M.S in Any Specialization, B.Tech/B.E. in Any Specialization, Any Graduate, B.Com in Any Specialization",,,
24,PFIZER LIMITED,4.2,(1240 Reviews),"Data Manager, Clinical Data Sciences",2-5 Yrs,Not disclosed,Chennai,clinical data,https://www.naukri.com/job-listings-data-manager-clinical-data-sciences-pfizer-limited-chennai-2-to-5-years-060421500729?src=jobsearchDesk&sid=16261038911911661&xp=5&px=3,"Clinical Research Associate/Scientist,","Engineering & Construction,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",R&D,Any Graduate,Post Graduation Not Required,,
25,PFIZER LIMITED,4.2,(1240 Reviews),"Associate Director, Asset Lead, Clinical Data Sciences, DMM",11-16 Yrs,Not disclosed,Chennai,"Due diligence,Data management,EDC,Clinical trials,Data collection,Clinical research,Data quality,Licensing",https://www.naukri.com/job-listings-associate-director-asset-lead-clinical-data-sciences-dmm-pfizer-limited-chennai-11-to-16-years-150521500582?src=jobsearchDesk&sid=16261038911911661&xp=6&px=3,"Bio/Pharma Informatics-Associate/Scientist,","Engineering & Construction,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",R&D,Any Graduate,Post Graduation Not Required,,
26,QuickXpert Infotech, , ,Data Science Trainee,0-5 Yrs,Not disclosed,"Kolkata, Thane, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru, Mumbai (All Areas)","python,IT Skills,Data Science,oracle,Oracle Developer,ai,python developer,python programmer",https://www.naukri.com/job-listings-data-science-trainee-quickxpert-infotech-kolkata-thane-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-230920005213?src=jobsearchDesk&sid=16261038911911661&xp=7&px=3,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,"Diploma in Any Specialization, B.Pharma in Pharmacy, B.Tech/B.E. in Any Specialization, B.Arch in Architecture, B.B.A/ B.M.S in Management, Other Graduate, Graduation Not Required, B.Com in Commerce, B.Ed in Education, Any Graduate, BCA in Computers, B.A in Any Specialization, B.Sc in Any Specialization","M.Com in Commerce, PG Diploma in Any Specialization, M.Ed in Education, MBA/PGDM in Any Specialization, M.A in Any Specialization, MCA in Computers, MS/M.Sc(Science) in Any Specialization, Other Post Graduate, Any Postgraduate, M.Tech in Any Specialization, Post Graduation Not Required","Any Doctorate, Doctorate Not Required",
27,ExecBoardinAsia, , ,Senior Data Manager - Clinical Data Sciences,5-10 Yrs,Not disclosed,Chennai,"Operational excellence,Data management,EDC,Database design,Clinical trials,Data collection,Manager Quality Control,Continuous improvement",https://www.naukri.com/job-listings-senior-data-manager-clinical-data-sciences-execboardinasia-chennai-5-to-10-years-140621500084?src=jobsearchDesk&sid=16261038911911661&xp=8&px=3,"Associate/Senior Associate -(NonTechnical),","Recruitment / Staffing,","ITES, BPO, KPO, LPO, Customer Service, Operations,","Full Time, Permanent",Voice,Any Graduate,Any Postgraduate,,
28,ExecBoardinAsia, , ,"Senior Data Manager, Clinical Data Sciences",11-15 Yrs,Not disclosed,Chennai,"Biometrics,Operational excellence,Data management,EDC,Database design,Clinical trials,Manager Quality Control,Continuous improvement",https://www.naukri.com/job-listings-senior-data-manager-clinical-data-sciences-execboardinasia-chennai-11-to-15-years-030621500797?src=jobsearchDesk&sid=16261038911911661&xp=9&px=3,"Operations Manager,","Recruitment / Staffing,","ITES, BPO, KPO, LPO, Customer Service, Operations,","Full Time, Permanent",Operations,Any Graduate,Post Graduation Not Required,,
29,HCL Technologies Limited,3.8,(12067 Reviews),HCL Hiring Data Scientist For Noida Location,4-9 Yrs, Not Disclosed by Recruiter ,"Noida, Chennai","Image Analysis,Machine Learning,Data Analytics,Data Management,Probability,Deep Learning,Data Integration,Data Science",https://www.naukri.com/job-listings-hcl-hiring-data-scientist-for-noida-location-hcl-technologies-limited-noida-chennai-4-to-9-years-230221006348?src=jobsearchDesk&sid=16261038911911661&xp=10&px=3,Subject Matter Expert,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",System Design/Implementation/ERP/CRM,,,,IT Services & Consulting
30,Scaleorg,5.0,(2 Reviews),Data Scientist,3-8 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru","Statistical analysis,data science,Coding,Analytical,Machine learning,Social networking,Data collection,Data Analyst",https://www.naukri.com/job-listings-data-scientist-scaleorg-chennai-bangalore-bengaluru-3-to-8-years-060721500049?src=jobsearchDesk&sid=16261038911911661&xp=11&px=3,"Clinical Research Associate/Scientist,","Recruitment / Staffing,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",R&D,"Any Graduate, B.Tech/B.E. in Production/Industrial","M.Tech in Electronics/Telecommunication, MCA in Computers, Any Postgraduate",,
31,Professional Consultants , , ,Data Analyst/Data Engineer/Data Scientist/ML Expert,3-8 Yrs,"15,00,000 - 30,00,000 PA.","Pune, Chennai, Bangalore/Bengaluru","Big Data Analytics,Power Bi,Business Analytics,Data Mining,Tableau,Machine Learning,SQL,Data Science",https://www.naukri.com/job-listings-data-analyst-data-engineer-data-scientist-ml-expert-professional-consultants-pune-chennai-bangalore-bengaluru-3-to-8-years-280621012121?src=jobsearchDesk&sid=16261038911911661&xp=12&px=3,"Analytics Manager,","Miscellaneous,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
32,zBliss Technologies, , ,Data Scientist Intern,0-2 Yrs,Not disclosed,"Chennai, Bengaluru","Data analysis,Data management,data science,Intern,Coding,Project management,Machine learning,Healthcare",https://www.naukri.com/job-listings-data-scientist-intern-zbliss-technologies-chennai-bengaluru-bangalore-0-to-2-years-270620500219?src=jobsearchDesk&sid=16261038911911661&xp=13&px=3,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
33,zMed Healthcare Technologies, , ,Data Scientist Intern,0-2 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru","Data analysis,Data management,data science,Intern,Coding,Project management,Machine learning,Healthcare",https://www.naukri.com/job-listings-data-scientist-intern-zmed-healthcare-technologies-chennai-bangalore-bengaluru-0-to-2-years-230321500668?src=jobsearchDesk&sid=16261038911911661&xp=14&px=3,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
34,zBliss Technologies, , ,Data Scientist Intern,0-1 Yrs,Not disclosed,"Chennai, Bengaluru","IT Skills,Python,Data Science,Project Management,BPO,project management,Data analysis,Data management",https://www.naukri.com/job-listings-data-scientist-intern-zbliss-technologies-chennai-bengaluru-bangalore-0-to-1-years-200221500564?src=jobsearchDesk&sid=16261038911911661&xp=15&px=3,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
35,Nielsen,3.8,(486 Reviews),Senior Data Scientist,3-5 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru, Vadodara","Data Science,R,NLP,Neural Networks,Statistical Modeling,Text Mining,Machine Learning,Deep Learning",https://www.naukri.com/job-listings-senior-data-scientist-nielsen-india-private-limited-chennai-bangalore-bengaluru-vadodara-baroda-3-to-5-years-290621001647?src=jobsearchDesk&sid=16261038911911661&xp=16&px=3,"Technical Architect,","Analytics / KPO / Research,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
36,EXL Service,3.8,(2448 Reviews),"EXL - Senior Data Scientist, 5+ yrs, Mumbai / PUNE / BLR / Chennai",5-10 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR","Dats Scientist,Machine Learning,Python,Data Science,R,NLP,SQL",https://www.naukri.com/job-listings-exl-senior-data-scientist-5-yrs-mumbai-pune-blr-chennai-exl-service-pune-chennai-bangalore-bengaluru-delhi-ncr-5-to-10-years-080721005255?src=jobsearchDesk&sid=16261038911911661&xp=17&px=3,"Analytics Manager,","Analytics / KPO / Research,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,B.Tech/B.E. in Any Specialization,"MS/M.Sc(Science) in Any Specialization, MBA/PGDM in Any Specialization, M.Tech in Any Specialization",,
37,Winfort Services Pvt ltd , , ,Lead Data Scientist,10-15 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Python,statistical analysis,machine learning,R Analytics,big data,Hadoop,Data Analysis,IT Skills",https://www.naukri.com/job-listings-lead-data-scientist-winfort-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-10-to-15-years-290621005092?src=jobsearchDesk&sid=16261038911911661&xp=18&px=3,"Analytics Manager,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
38,COLLABERA,3.7,(520 Reviews),Data Scientist,5-10 Yrs,"6,00,000 - 16,00,000 PA.","Hyderabad/Secunderabad, Chennai","communication,scikit,CNN,Keras,Pytorch,analytical,RNN,statistical analysis",https://www.naukri.com/job-listings-data-scientist-collabera-technologies-private-limited-hyderabad-secunderabad-chennai-5-to-10-years-070721003799?src=jobsearchDesk&sid=16261038911911661&xp=19&px=3,"System Analyst,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
39,EY Global Delivery Service,3.7,(3247 Reviews),Looking For Senior Data Modeller,5-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","IT Skills,Data Science,Machine Learning,Cloud,Big Data,Business Intelligence,Data Management,Data Analysis",https://www.naukri.com/job-listings-looking-for-senior-data-modeller-ey-global-delivery-service-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-9-years-040721000349?src=jobsearchDesk&sid=16261038911911661&xp=20&px=3,"Team Lead/Technical Lead,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
40,EY Global Delivery Service,3.7,(3247 Reviews),Looking For Senior Data Modeller,5-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","IT Skills,Data Science,Machine Learning,Cloud,Big Data,Business Intelligence,Data Management,Data Analysis",https://www.naukri.com/job-listings-looking-for-senior-data-modeller-ey-global-delivery-service-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-9-years-040721000349?src=jobsearchDesk&sid=16261042858523235&xp=1&px=4,"Team Lead/Technical Lead,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
41,European Company, , ,Data Specialist Freshers Can also apply, ,"2,00,000 - 7,00,000 PA.",Chennai(WFH during Covid),"Machine Learning,Web Scraping,Java,Artificial Intelligence,Hadoop,Natural Language Processing,Big Data,Data Mining",https://www.naukri.com/job-listings-data-specialist-freshers-can-also-apply-european-company-chennai-0-to-3-years-100721002520?src=jobsearchDesk&sid=16261042858523235&xp=2&px=4,"Data Analyst,","Analytics / KPO / Research,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
42,Winfort Services Pvt ltd , , ,Data Scientist,10-15 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Data Analysis,Hadoop,big data,R Analytics,machine learning,statistical analysis,Python,Data Science",https://www.naukri.com/job-listings-data-scientist-winfort-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-10-to-15-years-290621605094?src=jobsearchDesk&sid=16261042858523235&xp=3&px=4,"Analytics Manager,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
43,Shell India Markets Private Limited,4.1,(677 Reviews),Data Scientist - Space Planner,7-9 Yrs,Not disclosed,Chennai,"Data Science,Category Management,Communication Skills,Service Level,Interpersonal Communication,Business Insights,Merchandising,Software Design",https://www.naukri.com/job-listings-data-scientist-space-planner-shell-india-markets-private-limited-chennai-7-to-9-years-030721904630?src=jobsearchDesk&sid=16261042858523235&xp=4&px=4,"Data Analyst,","Petrochemical / Plastics / Rubber,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,Any Postgraduate,,
44,Shell India Markets Private Limited,4.1,(677 Reviews),Associate Data Scientist,3-5 Yrs,Not disclosed,Chennai,"Data Science,Spotfire,Multivariate Analysis,R,Power BI,Alteryx,data processing,Machine learning",https://www.naukri.com/job-listings-associate-data-scientist-shell-india-markets-private-limited-chennai-3-to-5-years-030721900560?src=jobsearchDesk&sid=16261042858523235&xp=5&px=4,"Data Analyst,","Petrochemical / Plastics / Rubber,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,B.Tech/B.E. in Any Specialization,"M.A in Maths, Economics, Statistics, MS/M.Sc(Science) in Maths, Statistics",,
45,BUSBAR Technologies Private Limited, , ,Azure Data Engineer, ,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru(WFH during Covid)","IT Skills,Python,Software Development,Data Science,Cloud,Azure,Pyspark,Data Quality",https://www.naukri.com/job-listings-azure-data-engineer-busbar-technologies-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-10-years-110721000044?src=jobsearchDesk&sid=16261042858523235&xp=6&px=4,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Temporary/Contractual",Programming & Design,Any Graduate,Any Postgraduate,,
46,"Hitachi Solutions, Ltd",4.0,(35 Reviews),Azure Data Engineer,2-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Azure,Azure Data Factory,Spark Python,Data Modeling,Scala,Python,Power BI,Azure SQL Data Warehouse",https://www.naukri.com/job-listings-azure-data-engineer-hitachi-solutions-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-8-years-100721500508?src=jobsearchDesk&sid=16261042858523235&xp=7&px=4,"Database Architect/Designer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,Any Postgraduate,,
47,Exploro Solutions, , ,Senior Data Scientist/ Tech Lead - SQL/ Python/ Big Data,5-10 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru","Data Science,SAS,Data Scientist,Artificial Intelligence,Data Management,Big Data,Data Visualization,Machine Learning",https://www.naukri.com/job-listings-senior-data-scientist-tech-lead-sql-python-big-data-exploro-solutions-pune-chennai-bangalore-bengaluru-5-to-10-years-080721908426?src=jobsearchDesk&sid=16261042858523235&xp=8&px=4,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.A in Statistics, B.Sc in Statistics",MS/M.Sc(Science) in Statistics,Doctorate Not Required,
