,Company,Rating,Review Count,Title,Experience,Salary,Location,Skills,Link,Role,Industry Type,Functional Area,Employment Type,Role Category,UG ,PG ,Doctorate ,Industry
44,Carbynetech India,2.7,(9 Reviews),Data Scientist - Azure Data Factory/NLP Pipeline,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"Azure Data Factory,Data Science,NLP Pipeline,NLP,CI/CD Pipeline,Data Scientist,Data Management,Time Series Forecasting",https://www.naukri.com/job-listings-data-scientist-azure-data-factory-nlp-pipeline-carbynetech-india-hyderabad-secunderabad-2-to-7-years-180321909618?src=jobsearchDesk&sid=16261433423928824&xp=5&px=4,"Data Analyst,","Accounting / Auditing,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Computers",Any Postgraduate,Doctorate Not Required,
45,Inflexion Analytix Private Limited, , ,Data Engineer - Big Data Engineer,0-3 Yrs,"3,25,000 - 4,25,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Data Engineering,Power Bi,Artificial Intelligence,Data Management,Big Data,Statistics,SQL,Data Science",https://www.naukri.com/job-listings-data-engineer-big-data-engineer-inflexion-analytix-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-3-years-020721003704?src=jobsearchDesk&sid=16261433423928824&xp=6&px=4,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Sc in Any Specialization, B.Ed in Any Specialization, BCA in Any Specialization, B.B.A/ B.M.S in Any Specialization, BFA in Any Specialization, B.Com in Any Specialization, Any Graduate, B.Tech/B.E. in Any Specialization","M.Com in Any Specialization, Any Postgraduate, MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, MBA/PGDM in Any Specialization, M.Tech in Any Specialization",,
46,Silverlink Technilogies, , ,Data Science Developer - Machine Learning,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune","ITSM,Data science,Machine Learning,Python,IT Skills,Data Management,Time series,Algorithm",https://www.naukri.com/job-listings-data-science-developer-machine-learning-silverlink-technilogies-hyderabad-secunderabad-pune-5-to-10-years-300321908929?src=jobsearchDesk&sid=16261433423928824&xp=7&px=4,"Software Developer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,"BCA in Computers, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization",Any Postgraduate,Doctorate Not Required,
47,FarmwiseAI , , ,Data Scientist,3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","GCP,Scikit-Learn,Python,Data Science,Predictive Modeling,Artificial Intelligence,Computer Science,Econometrics",https://www.naukri.com/job-listings-data-scientist-farmwiseai-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-8-years-270521006351?src=jobsearchDesk&sid=16261433423928824&xp=8&px=4,"Data Scientist,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Not mentioned,B.Tech/B.E. in Any Specialization,,,
48,Egnify Technologies, , ,Lead Data Scientist,6-11 Yrs,Not disclosed,Hyderabad/Secunderabad,"IT Skills,Python,Data Science,Machine Learning,Computer science,deep learning,Statistical analysis,Data analytics",https://www.naukri.com/job-listings-lead-data-scientist-egnify-technologies-hyderabad-secunderabad-6-to-11-years-090721500082?src=jobsearchDesk&sid=16261433423928824&xp=9&px=4,"Team Lead/Technical Lead,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
49,Pracemo Global Solution Private Limited, , ,Data Scientist (Python)- IOT Product Firm - Hyderabad,3-5 Yrs,"6,00,000 - 12,00,000 PA.",Hyderabad/Secunderabad,"python,Data Engineer,Regular Expressions,Data Quality,Data Conversion,NLP Python,Data Extraction,IT Skills",https://www.naukri.com/job-listings-data-scientist-python-iot-product-firm-hyderabad-pracemo-global-solution-private-limited-hyderabad-secunderabad-3-to-5-years-080721006868?src=jobsearchDesk&sid=16261433423928824&xp=10&px=4,"System Analyst,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,Any Graduate,,,
50,"Hitachi Solutions, Ltd",4.0,(35 Reviews),Azure Data Engineer,2-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Azure,Azure Data Factory,Spark Python,Data Modeling,Scala,Python,Power BI,Azure SQL Data Warehouse",https://www.naukri.com/job-listings-azure-data-engineer-hitachi-solutions-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-8-years-100721500508?src=jobsearchDesk&sid=16261433423928824&xp=11&px=4,"Database Architect/Designer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,Any Postgraduate,,
51,Motifworks India Pvt.Ltd,4.6,(19 Reviews),Azure Data Engineer,3-8 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Business Analytics,Microsoft Azure,IT Skills,Big Data,Data Science,Business Intelligence,R,Azure",https://www.naukri.com/job-listings-azure-data-engineer-motifworks-india-pvt-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-090721006410?src=jobsearchDesk&sid=16261433423928824&xp=12&px=4,"Technical Support Engineer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Admin/Maintenance/Security/Datawarehousing,B.Tech/B.E. in Any Specialization,,,
52,Uber India Systems Private Limited,3.9,(371 Reviews),Data Analyst II,1-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"Data Science,R,Data Analysis,Data Visualization,Tableau,Data Analytics,Looker,Statistics",https://www.naukri.com/job-listings-data-analyst-ii-uber-india-systems-private-limited-hyderabad-secunderabad-1-to-6-years-110621908090?src=jobsearchDesk&sid=16261433423928824&xp=13&px=4,"Data Analyst,","Courier / Logistics,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"BCA in Computers, B.Tech/B.E. in Computers, B.A in Economics, Statistics, Maths, B.Sc in Maths, Statistics, Computers","MS/M.Sc(Science) in Maths, Statistics, Computers, M.A in Maths, Economics, Statistics",,
53,Verisk Analytics India Private Limited,4.1,(8 Reviews),Sr Data Engineer I,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"Data Science,Software Development,Data Engineering,NoSQL,Algorithms,Big Data,Spark,AWS",https://www.naukri.com/job-listings-sr-data-engineer-i-verisk-analytics-india-private-limited-hyderabad-secunderabad-6-to-8-years-090721902987?src=jobsearchDesk&sid=16261433423928824&xp=14&px=4,"Database Architect/Designer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,B.Sc in Computers,MS/M.Sc(Science) in Computers,Ph.D/Doctorate in Computers,
54,Nisum Technologies,3.6,(34 Reviews),Sr.Data Engineer,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"Spark,Kafka,communication,Java,IT Skills,Backend,data science,Diversity and Inclusion",https://www.naukri.com/job-listings-sr-data-engineer-nisum-technologies-hyderabad-secunderabad-6-to-8-years-070721500099?src=jobsearchDesk&sid=16261433423928824&xp=15&px=4,"Head/VP/GM-Technology(IT)/CTO,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Senior Management,Any Graduate,Post Graduation Not Required,,
55,Adecco India Private Limited  , , ,Data Scientist with Machine Learning Job,5-10 Yrs,"11,00,000 - 20,00,000 PA.","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Machine Learning,big data,R Analytics,statistical analysis,Hadoop,Python,IT Skills,Data Science",https://www.naukri.com/job-listings-data-scientist-with-machine-learning-adecco-india-private-limited-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-280621005555?src=jobsearchDesk&sid=16261433423928824&xp=16&px=4,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,Any Doctorate,
56,Replicon Software,3.8,(35 Reviews),Data Scientist,5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Power Bi,predictive modelling,R,Amazon Lex,statistical analysis,Amazon Sagemaker,Tableau,Google DialogFlow",https://www.naukri.com/job-listings-data-scientist-replicon-software-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-260621603052?src=jobsearchDesk&sid=16261433423928824&xp=17&px=4,"Software Developer,","Software Product,","IT Software - Other,","Full Time, Permanent",Programming & Design,"B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization","MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, PG Diploma in Any Specialization",,
57,IVY SOFTWARE DEVELOPMENT SERVICES PVT LTD,5.0,(3 Reviews),Data Engineer,3-6 Yrs, Not Disclosed by Recruiter ,Hyderabad/Secunderabad,"Data Science,SQL,Python,RDBMS,ETL,Stored Procedures,Teradata,Docker",https://www.naukri.com/job-listings-data-engineer-ivy-software-development-services-pvt-ltd-hyderabad-secunderabad-3-to-6-years-070721000457?src=jobsearchDesk&sid=16261433423928824&xp=18&px=4,Software Developer,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",Programming & Design,,,,IT Services & Consulting
58,Dell International Services India  Private Limited,4.1,(1771 Reviews),Data Engineering Consultant,5-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"IT Skills,Python,Data Science,Machine Learning,Tableau,Data Engineering,SQL Server Administration,Advanced Analytics",https://www.naukri.com/job-listings-data-engineering-consultant-dell-international-services-india-private-limited-hyderabad-secunderabad-5-to-7-years-050721905741?src=jobsearchDesk&sid=16261433423928824&xp=19&px=4,"Outside Consultant,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Other,Any Graduate,Any Postgraduate,,
59,Cotiviti India Private Limited,3.8,(113 Reviews),Big Data Developer,3-8 Yrs, Not Disclosed by Recruiter ,Hyderabad/Secunderabad,"hive,software development,web services,scala,machine learning,REST,java,data science",https://www.naukri.com/job-listings-big-data-developer-cotiviti-india-private-limited-hyderabad-secunderabad-3-to-8-years-080721001350?src=jobsearchDesk&sid=16261433423928824&xp=20&px=4,Software Developer,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",Programming & Design,,,,IT Services & Consulting
60,CLEAN HARBORS INDIA LLP ,2.3,(24 Reviews),Principal Data Scientist,10-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune","IT Skills,Python,Testing,Data Science,Machine Learning,Cloud,Tableau,Power Bi",https://www.naukri.com/job-listings-principal-data-scientist-clean-harbors-india-llp-hyderabad-secunderabad-pune-10-to-12-years-260521903853?src=jobsearchDesk&sid=16261437987765059&xp=1&px=5,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,Any Postgraduate,,
61,Grid Logic Software Private Limited,4.8,(3 Reviews),Data Scientist & Business Development,2-6 Yrs,Not disclosed,Hyderabad,"Computer science,Data analysis,data science,Analytical,Machine learning,Javascript,Statistics,SQL",https://www.naukri.com/job-listings-data-scientist-business-development-grid-logic-software-private-limited-hyderabad-secunderabad-2-to-6-years-251120501268?src=jobsearchDesk&sid=16261437987765059&xp=2&px=5,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
62,Microsoft Corporation,4.1,(425 Reviews),Data Scientist,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"Computer science,C++,Data analysis,Software design,data science,Machine learning,microsoft,Analytics",https://www.naukri.com/job-listings-data-scientist-microsoft-india-r-and-d-pvt-ltd-hyderabad-secunderabad-4-to-7-years-150521500068?src=jobsearchDesk&sid=16261437987765059&xp=3&px=5,"Bio/Pharma Informatics-Associate/Scientist,","IT Services & Consulting,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",R&D,Any Graduate,Post Graduation Not Required,,
63,Winfort Services Pvt ltd , , ,Data Scientist,4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Python,Spark,Artificial Intelligence,Hive,Data Visualization,Machine Learning,SQL,R",https://www.naukri.com/job-listings-data-scientist-winfort-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-290621605044?src=jobsearchDesk&sid=16261437987765059&xp=4&px=5,"Analytics Manager,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
64,Winfort Services Pvt ltd , , ,Data Scientist,4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","IT Skills,Python,Data Science,Machine Learning,Artificial Intelligence,R,Statistics,Deep Learning",https://www.naukri.com/job-listings-data-scientist-winfort-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-290621005042?src=jobsearchDesk&sid=16261437987765059&xp=5&px=5,"Analytics Manager,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
65,SHORTLIST PROFESSIONAL SERVICES PRIVATE LIMITED   , , ,Lead Data Scientist,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"Data Science,Data Engineering,Business Generation,Snowflake,Business Insights,Demand Forecasting,Machine Learning,Statistical Analysis",https://www.naukri.com/job-listings-lead-data-scientist-shortlist-professional-services-private-limited-hyderabad-secunderabad-6-to-8-years-070521004704?src=jobsearchDesk&sid=16261437987765059&xp=6&px=5,"Analytics Manager,","Retail,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
66,Tide Software, , ,Data Scientist,0-5 Yrs,Not disclosed,Hyderabad/Secunderabad,"IT Skills,Python,Data Science,Machine Learning,Business services,Computer science,GIT,Analytical",https://www.naukri.com/job-listings-data-scientist-tide-software-hyderabad-secunderabad-0-to-5-years-230421500444?src=jobsearchDesk&sid=16261437987765059&xp=7&px=5,"Research Scientist,","IT Services & Consulting,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",R&D,Any Graduate,Post Graduation Not Required,,
67,Nisum Technologies,3.6,(34 Reviews),Big data Engineer,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"Computer science,data science,XML,Analytical,Medical insurance,Apache,Team building,SQL",https://www.naukri.com/job-listings-big-data-engineer-nisum-technologies-hyderabad-secunderabad-3-to-8-years-070721500220?src=jobsearchDesk&sid=16261437987765059&xp=8&px=5,"Datawarehousing Technician,","IT Services & Consulting,","IT Software - Other,","Full Time, Permanent",System Design/Implementation/ERP/CRM,Any Graduate,Post Graduation Not Required,,
68,Nisum Technologies,3.6,(34 Reviews),Data Engineer with Databricks,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"IT Skills,Java,Python,Machine Learning,Cloud,Big Data,AWS,Computer science",https://www.naukri.com/job-listings-data-engineer-with-databricks-nisum-technologies-hyderabad-secunderabad-2-to-6-years-070721500226?src=jobsearchDesk&sid=16261437987765059&xp=9&px=5,"Business/EDP Analyst,","IT Services & Consulting,","ITES, BPO, KPO, LPO, Customer Service, Operations,","Full Time, Permanent",Operations,Any Graduate,Post Graduation Not Required,,
69,Nisum Technologies,3.6,(34 Reviews),Data Engineer - Azure ADF,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"verbal communication,Power BI,written,Azure Data Factory,analytical,Shell,Azure SQL DB,ETL",https://www.naukri.com/job-listings-data-engineer-azure-adf-nisum-technologies-hyderabad-secunderabad-6-to-8-years-070721500190?src=jobsearchDesk&sid=16261437987765059&xp=10&px=5,"Datawarehousing Technician,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",System Design/Implementation/ERP/CRM,Any Graduate,Any Postgraduate,,
70,Nisum Technologies,3.6,(34 Reviews),Data Engineer Spark - Java/Python/Scala/Kafka Streaming,4-9 Yrs,Not disclosed,Hyderabad/Secunderabad,"Spark,communication,RDBMS,Aurora MySQL,EMR,Java,Scala,Kafka",https://www.naukri.com/job-listings-data-engineer-spark-java-python-scala-kafka-streaming-nisum-technologies-hyderabad-secunderabad-4-to-9-years-070721500103?src=jobsearchDesk&sid=16261437987765059&xp=11&px=5,"Datawarehousing Technician,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",System Design/Implementation/ERP/CRM,Any Graduate,Post Graduation Not Required,,
71,Nisum Technologies,3.6,(34 Reviews),Data Engineer with Python and GCP,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"Python,Spark,big data frameworks,Big query,data flow,Apache beam,GCP Dataflow,GCP Stack",https://www.naukri.com/job-listings-data-engineer-with-python-and-gcp-nisum-technologies-hyderabad-secunderabad-4-to-7-years-070721500097?src=jobsearchDesk&sid=16261437987765059&xp=12&px=5,"Head/VP/GM-Quality,","IT Services & Consulting,","IT Software - ERP, CRM,","Full Time, Permanent",Senior Management,Any Graduate,Post Graduation Not Required,,
72,Solugenix India Private Limited,2.9,(14 Reviews),Data Engineer,3-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"Data Science,Life Sciences,Biotechnology,Hive,Artificial Intelligence,Hadoop,Tableau,SQL",https://www.naukri.com/job-listings-data-engineer-solugenix-india-private-limited-hyderabad-secunderabad-3-to-7-years-040621004682?src=jobsearchDesk&sid=16261437987765059&xp=13&px=5,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
73,Nisum Technologies,3.6,(34 Reviews),Data Bricks Engineer,4-9 Yrs,Not disclosed,Hyderabad/Secunderabad,"Python,Spark,Java,Azure services,Databricks,Hadoop,IT Skills,Azure",https://www.naukri.com/job-listings-data-bricks-engineer-nisum-technologies-hyderabad-secunderabad-4-to-9-years-070721500102?src=jobsearchDesk&sid=16261437987765059&xp=14&px=5,"Head/VP/GM-Technology(IT)/CTO,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Senior Management,Any Graduate,Post Graduation Not Required,,
74,Nisum Technologies,3.6,(34 Reviews),Data Engineer - Java & Spark,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"CosmosDB,Spark,MongoDB,Java,streaming,Microsoft Azure,GCP,Kafka",https://www.naukri.com/job-listings-data-engineer-java-spark-nisum-technologies-hyderabad-secunderabad-2-to-6-years-070721500107?src=jobsearchDesk&sid=16261437987765059&xp=15&px=5,"Head/VP/GM-Technology(IT)/CTO,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Senior Management,Any Graduate,Post Graduation Not Required,,
75,ExecBoardinAsia, , ,Sr Data Engineer I,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,"metadata,Insurance claims,data science,Data modeling,Master data management,Packaging,Data processing,Deployment",https://www.naukri.com/job-listings-sr-data-engineer-i-execboardinasia-hyderabad-secunderabad-5-to-10-years-030721500130?src=jobsearchDesk&sid=16261437987765059&xp=16&px=5,"Database Architect/Designer,","Recruitment / Staffing,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
76,CarbyneTech India,2.7,(9 Reviews),Data Scientist - Image Processing/Machine Learning,6-11 Yrs,Not disclosed,Hyderabad/Secunderabad,"Predictive Modeling,Data Science,Data Scientist,Time Series Analysis,Image Processing,Data Management,Statistical Analyst,Machine Learning",https://www.naukri.com/job-listings-data-scientist-image-processing-machine-learning-carbynetech-india-hyderabad-secunderabad-6-to-11-years-191120909907?src=jobsearchDesk&sid=16261437987765059&xp=17&px=5,"Data Analyst,","Accounting / Auditing,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Sc in Maths, Computers, Statistics, B.A in Economics, Statistics, Maths, BCA in Computers, B.Tech/B.E. in Computers","M.Tech in Computers, M.A in Maths, Economics, Statistics, MCA in Computers, MS/M.Sc(Science) in Maths, Statistics, Computers",Doctorate Not Required,
77,GENPACT India Private Limited,4.0,(10727 Reviews),Data Analyst/Scientist- (Counterparty Credit risk),4-9 Yrs, Not Disclosed by Recruiter ,"Hyderabad/Secunderabad, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Basel,Data Analysis,Credit Risk,data scientist,counterparty credit risk,data analyst,Python",https://www.naukri.com/job-listings-data-analyst-scientist-counterparty-credit-risk-genpact-india-private-limited-hyderabad-secunderabad-ahmedabad-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-9-years-230621007989?src=jobsearchDesk&sid=16261437987765059&xp=18&px=5,Data Analyst,,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI,,,,Analytics / KPO / Research
78,SG Analytics Pvt. Ltd.,3.5,(114 Reviews),Senior Data Engineer - Product Technology,3-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune(Eon Free Zone ), Bangalore/Bengaluru","Tensorflow,Airflow,Pyspark,Data Engineering,Text Analytics,Python Developer,Machine Learning,Numpy",https://www.naukri.com/job-listings-senior-data-engineer-product-technology-sg-analytics-pvt-ltd-hyderabad-secunderabad-pune-bangalore-bengaluru-3-to-5-years-060421003801?src=jobsearchDesk&sid=16261437987765059&xp=19&px=5,"Software Developer,","Analytics / KPO / Research,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,M.Tech in Any Specialization,,
79,Edubridgeindia, , ,Software Developer / Web Developer/data analyst,0-1 Yrs,"50,000 - 70,000 PA.","Hyderabad/Secunderabad, Bangalore/Bengaluru","oral,written communication,Spotfire,Excel,Software Development,Software Engineering,Web Technologies,Data Analysis",https://www.naukri.com/job-listings-software-developer-web-developer-data-analyst-edubridgeindia-hyderabad-secunderabad-bangalore-bengaluru-0-to-1-years-070721000205?src=jobsearchDesk&sid=16261437987765059&xp=20&px=5,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,"BCA in Any Specialization, B.Tech/B.E. in Electronics/Telecommunication, Computers, Electrical, B.Com in Any Specialization, B.Sc in Computers",,,
80,PROFITWHEEL DATA TECHNOLOGIES PRIVATE LIMITED, , ,Lead Data Scientist,2-4 Yrs,"15,00,000 - 25,00,000 PA.","Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)","Predictive Modeling,Data Science,Statistical Modeling,Multivariate Analysis,Logistic Regression,SAS,Couchbase,Big Data",https://www.naukri.com/job-listings-lead-data-scientist-profitwheel-data-technologies-private-limited-hyderabad-secunderabad-bangalore-bengaluru-mumbai-all-areas-2-to-4-years-240521006055?src=jobsearchDesk&sid=16261442426056097&xp=1&px=6,"System Analyst,","Advertising & Marketing,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,"B.Sc in Computers, Statistics, BCA in Computers, B.Tech/B.E. in Computers","MCA in Computers, M.A in Statistics, M.Tech in Computers, MS/M.Sc(Science) in Computers",,
81,Innominds Software Pvt Ltd,3.7,(97 Reviews),Data Scientist,2-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Tensorflow,Java,data science,scikit,Python,predictive modeling,Keras,visualization",https://www.naukri.com/job-listings-data-scientist-innominds-software-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-2-to-7-years-260521501408?src=jobsearchDesk&sid=16261442426056097&xp=2&px=6,"Administration Services/Medical Facilities,","IT Services & Consulting,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",Medical Professional,Any Graduate,MCA in Computers,,
82,Persistent Systems Limited.,4.0,(707 Reviews),Data Architect,8-13 Yrs, Not Disclosed by Recruiter ,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","Spark SQL,Artifactory,Jupyter,EMR,Jenkins,CloudFormation,data security,Microservices framework",https://www.naukri.com/job-listings-data-architect-persistent-systems-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-8-to-13-years-260521005325?src=jobsearchDesk&sid=16261442426056097&xp=3&px=6,Architect,,"Architecture, Interior Design","Full Time, Permanent",Architectural Services,,,,IT Services & Consulting
83,Replicon Software (India) Pvt Ltd,3.8,(35 Reviews),Data Scientist,4-8 Yrs, Not Disclosed by Recruiter ,"Noida, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","NLP,Machine Learning,SQL,Data Science,R,Artificial Intelligence,NLU,AI",https://www.naukri.com/job-listings-data-scientist-replicon-software-india-pvt-ltd-noida-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-8-years-010621007285?src=jobsearchDesk&sid=16261442426056097&xp=4&px=6,Data Analyst,,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI,,,,Software Product
84,Nagarro Software Pvt. Ltd,4.0,(477 Reviews),Associate Staff Engineer ( Data Analytics),4-7 Yrs,Not disclosed,"Noida, Indore, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Jaipur, Bangalore/Bengaluru","IT Skills,Java,Python,Data Science,R,Logistic Regression,SAS,SPSS",https://www.naukri.com/job-listings-associate-staff-engineer-data-analytics-nagarro-software-pvt-ltd-noida-indore-hyderabad-secunderabad-pune-gurgaon-gurugram-jaipur-bangalore-bengaluru-4-to-7-years-240621600711?src=jobsearchDesk&sid=16261442426056097&xp=5&px=6,"Technical Architect,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,,,
85,Kroll Associates (India) Pvt Ltd, , ,Senior Data Scientist,3-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"Business communication,Due diligence,data science,cyber security,Artificial Intelligence,Machine learning,Technical leadership,Python",https://www.naukri.com/job-listings-senior-data-scientist-kroll-associates-india-pvt-ltd-hyderabad-secunderabad-3-to-7-years-280521501968?src=jobsearchDesk&sid=16261442426056097&xp=6&px=6,"Technical Architect,","Management Consulting,","IT Software - eCommerce, Internet Technologies,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
86,Core Compete Pvt. Ltd.,2.8,(16 Reviews),Senior Data Scientist - SAS,5-6 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune","Data Science,SAS,Machine Learning,Predictive Modeling,SAS Macros,SAS viya,Advanced Analytics,SAS Programming",https://www.naukri.com/job-listings-senior-data-scientist-sas-core-compete-pvt-ltd-hyderabad-secunderabad-pune-5-to-6-years-010621004374?src=jobsearchDesk&sid=16261442426056097&xp=7&px=6,"Other,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Other,B.Tech/B.E. in Any Specialization,Any Postgraduate,,
87,SoulPage IT Solutions, , ,Sr. Data Scientist,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"IT Skills,Python,Data Science,Machine Learning,Big Data,deep learning,metadata,System programming",https://www.naukri.com/job-listings-sr-data-scientist-soulpage-it-solutions-hyderabad-secunderabad-4-to-6-years-210421501096?src=jobsearchDesk&sid=16261442426056097&xp=8&px=6,"Software Developer,","IT Services & Consulting,","IT Software - eCommerce, Internet Technologies,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
