,Company,Rating,Position,Experience,Salary,Location,Skills,Link
67,Huquo Consulting Pvt. Ltd,Nan,Statistical Modeling Analyst - Supply Chain Analytics,Huquo Consulting Pvt. Ltd,Not disclosed,Mumbai,IT SkillsPythonTestingTableauBusiness IntelligenceSASSupply Chain AnalyticsStatistical Modeling,https://www.naukri.com/job-listings-statistical-modeling-analyst-supply-chain-analytics-huquo-consulting-pvt-ltd-mumbai-2-to-4-years-200120905894?src=jobsearchDesk&sid=16254845870011727&xp=8&px=5
68,Blenheim Chalcot IT Services India Private Limited,4.3,Opportunity For NLP Engineer,Blenheim Chalcot IT Services India Private Limited,Not disclosed,"Mumbai, Mumbai Suburban, Navi Mumbai",IT SkillsPythonSoftware DevelopmentTestingData ScienceMachine LearningAWSNLP,https://www.naukri.com/job-listings-opportunity-for-nlp-engineer-blenheim-chalcot-it-services-india-private-limited-mumbai-mumbai-suburban-navi-mumbai-3-to-8-years-140621001901?src=jobsearchDesk&sid=16254845870011727&xp=9&px=5
69,Red Lotus,Nan,Chief Data Science officer ,Red Lotus,Not disclosed,Mumbai,Computer sciencedata scienceMaster data managementBusiness analyticsAnalyticalProject managementMachine learningdata governance,https://www.naukri.com/job-listings-chief-data-science-officer-red-lotus-mumbai-15-to-18-years-280820500258?src=jobsearchDesk&sid=16254845870011727&xp=10&px=5
70,Council of education and development programmes Private Limited,2.1,Data Science Faculty,Council of education and development programmes Private Limited,"1,00,000 - 6,00,000 PA.","Mumbai, Mumbai Suburban, Thane, Navi Mumbai, Mumbai (All Areas)",Data ScienceArtificial IntelligenceMachine LearningDeep Learning,https://www.naukri.com/job-listings-data-science-faculty-council-of-education-and-development-programmes-private-limited-mumbai-mumbai-suburban-thane-navi-mumbai-mumbai-all-areas-2-to-7-years-020721001830?src=jobsearchDesk&sid=16254845870011727&xp=11&px=5
71,Mondel z International,4.5,Senior Sourcing Analyst,Mondel z International,Not disclosed,Mumbai,Computer scienceStatistical programmingCodingAnalyticalJavascriptPredictive modelingData miningBusiness solutions,https://www.naukri.com/job-listings-senior-sourcing-analyst-mondel-z-international-mumbai-2-to-5-years-230621500411?src=jobsearchDesk&sid=16254845870011727&xp=12&px=5
72,Accenture Solutions Pvt Ltd,4.0,ACN - Digital - Analytics - Marketing Analytics-11,Accenture Solutions Pvt Ltd,Not disclosed,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",Segmentation Digital analytics consultantMachine LearningStatistics Business ObjectsRMS SQLNLP,https://www.naukri.com/job-listings-acn-digital-analytics-marketing-analytics-11-accenture-solutions-pvt-ltd-mumbai-gurgaon-gurugram-bangalore-bengaluru-2-to-5-years-010721904200?src=jobsearchDesk&sid=16254845870011727&xp=13&px=5
73,Boston Consulting Group,3.6,Senior Data Scientist,Boston Consulting Group,Not disclosed,"Mumbai, New Delhi, Chennai",Computer scienceAnalytical skillsadvanced analyticsSDSdata scienceArtificial IntelligenceMachine learningManagement consulting,https://www.naukri.com/job-listings-senior-data-scientist-boston-consulting-group-chennai-delhi-mumbai-1-to-2-years-190820500542?src=jobsearchDesk&sid=16254845870011727&xp=14&px=5
74,Opex Global Services,Nan,Machine Learning - Lead,Opex Global Services,Not disclosed,"Mumbai, Pune, Chennai",MLMachine learningNoSQLNodeJSAWSNLPAIMySQL,https://www.naukri.com/job-listings-machine-learning-lead-opex-global-services-mumbai-pune-chennai-6-to-11-years-280621913199?src=jobsearchDesk&sid=16254845870011727&xp=15&px=5
75,Confidential,Nan,Machine Learning Engineer,Confidential,Not disclosed,"Mumbai, Bangalore/Bengaluru",RPyTorchLogistic RegressionArtificial IntelligenceStatistical ModelingComputer VisionMachine LearningDeep Learning,https://www.naukri.com/job-listings-machine-learning-engineer-confidential-mumbai-bangalore-bengaluru-3-to-5-years-240521900748?src=jobsearchDesk&sid=16254845870011727&xp=16&px=5
76,Zycus Infotech Pvt Ltd,3.2,Data Architect,Zycus Infotech Pvt Ltd,Not disclosed,Mumbai,DataBricksPerformance OptimizationData EngineeringDremioArtificial IntelligenceData ArchitectSnowflakeData Mining,https://www.naukri.com/job-listings-data-architect-zycus-infotech-pvt-ltd-mumbai-1-to-2-years-150621908695?src=jobsearchDesk&sid=16254845870011727&xp=17&px=5
77,cliqhr.com,Nan,Spark/Python Developer - Machine Learning,cliqhr.com,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",communicationBig DataPandasSparkCI CDNumPyScrumHadoop,https://www.naukri.com/job-listings-spark-python-developer-machine-learning-cliqhr-com-mumbai-hyderabad-secunderabad-pune-bangalore-bengaluru-5-to-8-years-080621910588?src=jobsearchDesk&sid=16254845870011727&xp=18&px=5
78,RedLotus,Nan,Chief Data Science officer,RedLotus,Not disclosed,Mumbai,Computer scienceFrenchdata scienceMaster data managementBusiness analyticsAnalyticalProject managementMachine learning,https://www.naukri.com/job-listings-chief-data-science-officer-redlotus-mumbai-15-to-18-years-251119501134?src=jobsearchDesk&sid=16254845870011727&xp=19&px=5
79,The Hiring Story,Nan,Monetization Analyst - Analytics - IT/BITS/ IIM/ISB,The Hiring Story,Not disclosed,Mumbai,Data AnalyticsAnalyticsSQLPython,https://www.naukri.com/job-listings-monetization-analyst-analytics-it-bits-iim-isb-the-hiring-story-mumbai-2-to-4-years-020820900828?src=jobsearchDesk&sid=16254845870011727&xp=20&px=5
80,VIAPROM Analytics,Nan,Senior Data Scientist,VIAPROM Analytics,Not disclosed,Mumbai,Predictive ModelingData ScienceRLogistic RegressionNatural Language ProcessingSenior Data ScientistMachine LearningPython,https://www.naukri.com/job-listings-senior-data-scientist-viaprom-analytics-mumbai-5-to-7-years-060521903155?src=jobsearchDesk&sid=16254845990059831&xp=1&px=6
81,Institutional Shareholder Services Inc.,3.1,Data Scientist  Climate,Institutional Shareholder Services Inc.,Not disclosed,Mumbai,MiningData analysisInterpersonal skillsPublishingData managementCorporate governancedata scienceMarket intelligence,https://www.naukri.com/job-listings-data-scientist-climate-institutional-shareholder-services-inc-mumbai-4-to-7-years-110321501353?src=jobsearchDesk&sid=16254845990059831&xp=2&px=6
82,Rebel Foods,3.4,Data Scientist,Rebel Foods,Not disclosed,Mumbai,Data analysisAutomationdata sciencePredictive modelingCustomer engagementSCMRoboticsSQL,https://www.naukri.com/job-listings-data-scientist-rebel-foods-mumbai-2-to-6-years-090621500137?src=jobsearchDesk&sid=16254845990059831&xp=3&px=6
83,Meru cabs,4.0,Data Scientist (Grade:- Assistant Manager),Meru cabs,Not disclosed,Mumbai,Data analysisSimulationdata scienceFormulationMachine learningdata visualizationAnalyticsSQL,https://www.naukri.com/job-listings-data-scientist-grade-assistant-manager-meru-cabs-mumbai-3-to-6-years-170521501296?src=jobsearchDesk&sid=16254845990059831&xp=4&px=6
84,Capgemini Technology Services India Limited,3.6,Data Labelling,Capgemini Technology Services India Limited,Not disclosed,Mumbai,IT SkillsData ScienceBig DataRPAAnalytical skillsProgrammingInfrastructureManager Technology,https://www.naukri.com/job-listings-data-labelling-capgemini-technology-services-india-limited-mumbai-8-to-10-years-210621905850?src=jobsearchDesk&sid=16254845990059831&xp=5&px=6
85,Capgemini Technology Services India Limited,3.6,Data Labelling,Capgemini Technology Services India Limited,Not disclosed,Mumbai,data scienceArtificial IntelligenceProgrammingManager TechnologyAgile methodology,https://www.naukri.com/job-listings-data-labelling-capgemini-technology-services-india-limited-mumbai-2-to-4-years-210621905791?src=jobsearchDesk&sid=16254845990059831&xp=6&px=6
86,Capgemini Technology Services India Limited,3.6,Data Labelling,Capgemini Technology Services India Limited,Not disclosed,Mumbai,analyticalAgile methodologyBig DatacommunicationIT SkillsData ScienceRPASolution architecture,https://www.naukri.com/job-listings-data-labelling-capgemini-technology-services-india-limited-mumbai-12-to-14-years-210621905623?src=jobsearchDesk&sid=16254845990059831&xp=7&px=6
87,Nikos Consulting,Nan,Manager/Senior Manager - Data Governance - Consulting Firm,Nikos Consulting,Not disclosed,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",Data ScienceData ManagementData VisualizationData WarehousingData AnalyticsData GovernanceAnalyticsSQL,https://www.naukri.com/job-listings-manager-senior-manager-data-governance-consulting-firm-nikos-consulting-mumbai-gurgaon-gurugram-bangalore-bengaluru-8-to-13-years-270221900333?src=jobsearchDesk&sid=16254845990059831&xp=8&px=6
88,Data is Good,Nan,Power BI Content Developer,Data is Good,"1,75,000 - 3,00,000 PA.","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Business IntelligencePower BiData WranglingBlogsData ManagementData MiningData ScienceContent Development,https://www.naukri.com/job-listings-power-bi-content-developer-data-is-good-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-1-years-160621001016?src=jobsearchDesk&sid=16254845990059831&xp=9&px=6
89,Yogy HR Solutions,Nan,Data Scientist - Machine Learning/Statistical Modeling,Yogy HR Solutions,Not disclosed,Mumbai,analyticsmachine learningstatistical modellingIT SkillsData ScienceRegression AlgorithmsData ScientistStatistical Modeling,https://www.naukri.com/job-listings-data-scientist-machine-learning-statistical-modeling-yogy-hr-solutions-mumbai-5-to-9-years-280621904567?src=jobsearchDesk&sid=16254845990059831&xp=10&px=6
90,PlaceMinds Consulting Pvt. Ltd,Nan,DATA SCIENTIST,PlaceMinds Consulting Pvt. Ltd,Not disclosed,"Mumbai, Bangalore/Bengaluru",Predictive ModelingData ScienceRSAS SQLLinear RegressionData AnalysisTime SeriesMachine Learning,https://www.naukri.com/job-listings-data-scientist-placeminds-consulting-pvt-ltd-mumbai-bangalore-bengaluru-3-to-8-years-110521908000?src=jobsearchDesk&sid=16254845990059831&xp=11&px=6
91,Intellimation Market Services Limited,Nan,Data Scientist,Intellimation Market Services Limited,Not disclosed,"Pune, Mumbai (All Areas)",Natural Language ProcessingMachine LearningPythonNltkData ScienceOpencvComputer VisionSpacy,https://www.naukri.com/job-listings-data-scientist-intellimation-market-services-limited-pune-mumbai-all-areas-0-to-4-years-110621008718?src=jobsearchDesk&sid=16254845990059831&xp=12&px=6
92,ICICI Bank Ltd,4.0,Data Analytics / Data Scientist,ICICI Bank Ltd,Not disclosed,"Hyderabad/Secunderabad, Mumbai (All Areas)",SASRegressionData MiningMachine LearningStatisticsDeep LearningSQLData Science,https://www.naukri.com/job-listings-data-analytics-data-scientist-icici-bank-ltd-hyderabad-secunderabad-mumbai-all-areas-9-to-14-years-040621005719?src=jobsearchDesk&sid=16254845990059831&xp=13&px=6
93,GENPACT India Private Limited,4.0,Data Analyst/Scientist- (Counterparty Credit risk),GENPACT India Private Limited,Not disclosed,"Hyderabad/Secunderabad, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",BaselData AnalysisCredit Riskdata scientistcounterparty credit riskdata analystPython,https://www.naukri.com/job-listings-data-analyst-scientist-counterparty-credit-risk-genpact-india-private-limited-hyderabad-secunderabad-ahmedabad-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-9-years-230621007989?src=jobsearchDesk&sid=16254845990059831&xp=14&px=6
94,PlaceMinds Consulting Pvt. Ltd,Nan,Senior Manager Data Scientist,PlaceMinds Consulting Pvt. Ltd,Not disclosed,"Mumbai, Pune",Predictive ModelingData ScienceRSAS SQLLinear RegressionData AnalysisTime SeriesMachine Learning,https://www.naukri.com/job-listings-senior-manager-data-scientist-placeminds-consulting-pvt-ltd-mumbai-pune-8-to-13-years-160621905535?src=jobsearchDesk&sid=16254845990059831&xp=15&px=6
95,Jardine Lloyd Thompson India Pvt Ltd.,4.0,Senior Software Engineer - Data Engineer,Jardine Lloyd Thompson India Pvt Ltd.,Not disclosed,Mumbai,IT servicesComputer sciencedata scienceData modelingsparkSCALACorporateHR,https://www.naukri.com/job-listings-senior-software-engineer-data-engineer-jardine-lloyd-thompson-india-pvt-ltd-mumbai-3-to-8-years-230621500372?src=jobsearchDesk&sid=16254845990059831&xp=16&px=6
96,Accenture Solutions Pvt Ltd,4.0,Senior Analyst-Data Science,Accenture Solutions Pvt Ltd,Not disclosed,Mumbai,IT SkillsPythonData ScienceArtificial IntelligencePower BIAnalystPublishingArchitecture,https://www.naukri.com/job-listings-senior-analyst-data-science-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-120621900709?src=jobsearchDesk&sid=16254845990059831&xp=17&px=6
97,Fractal Analytics,3.9,Data Scientist,Fractal Analytics,Not disclosed,Mumbai,Solution architectureCloud computingPublishingdata scienceBusiness strategycxoClient managementSecondary research,https://www.naukri.com/job-listings-data-scientist-fractal-analytics-ltd-mumbai-3-to-7-years-140521500062?src=jobsearchDesk&sid=16254845990059831&xp=18&px=6
98,PROFITWHEEL DATA TECHNOLOGIES PRIVATE LIMITED,Nan,Lead Data Scientist,PROFITWHEEL DATA TECHNOLOGIES PRIVATE LIMITED,"15,00,000 - 25,00,000 PA.","Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",Predictive ModelingData ScienceStatistical ModelingMultivariate AnalysisLogistic RegressionSASCouchbaseBig Data,https://www.naukri.com/job-listings-lead-data-scientist-profitwheel-data-technologies-private-limited-hyderabad-secunderabad-bangalore-bengaluru-mumbai-all-areas-2-to-4-years-240521006055?src=jobsearchDesk&sid=16254845990059831&xp=19&px=6
99,Tata Unistore,3.9,Tata UniStore Limited - Data Scientist,Tata Unistore,Not disclosed,"Mumbai, Bangalore/Bengaluru",AccessoriesNoSQLdata scienceMachine learningData collectionElectronicsE-commerceData mining,https://www.naukri.com/job-listings-tata-unistore-limited-data-scientist-tata-unistore-mumbai-bangalore-bengaluru-2-to-6-years-260521500494?src=jobsearchDesk&sid=16254845990059831&xp=20&px=6
100,Country Veggie,Nan,Data Scientist,Country Veggie,Not disclosed,"Bharuch, Jaipur, Bhopal, Mumbai, Jhansi, Nagpur, Ghaziabad, Jaunpur, Kanpur, New Delhi, Lucknow, Agra, Gurgaon/Gurugram, Rajkot, Bangalore/Bengaluru",PDFData managementdata scienceMachine learningData collectionPredictive modelingData miningBusiness solutions,https://www.naukri.com/job-listings-data-scientist-country-veggie-ghaziabad-bhopal-lucknow-kanpur-rajkot-bengaluru-bangalore-gurgaon-agra-bharuch-jaunpur-nagpur-delhi-mumbai-jaipur-jhansi-1-to-3-years-010221500832?src=jobsearchDesk&sid=16254846383146512&xp=1&px=7
101,Fundnel Limited,Nan,Senior Data Scientist,Fundnel Limited,Not disclosed,Mumbai,MiningComputer scienceLogistic regressionFinancial statementsdata scienceData modelingMachine learningData mining,https://www.naukri.com/job-listings-senior-data-scientist-fundnel-limited-mumbai-3-to-5-years-090221500858?src=jobsearchDesk&sid=16254846383146512&xp=2&px=7
102,PERSOLKELLY INDIA PRIVATE LIMITED ,Nan,Data Scientist,PERSOLKELLY INDIA PRIVATE LIMITED ,"8,00,000 - 12,00,000 PA.",Mumbai (All Areas),Data SciencePredictive AnalyticsArtificial IntelligenceData AnalysisStatistical ModelingSQL ServerSeabornMachine Learning,https://www.naukri.com/job-listings-data-scientist-persolkelly-india-private-limited-mumbai-all-areas-2-to-5-years-180621004195?src=jobsearchDesk&sid=16254846383146512&xp=3&px=7
103,TalentStack,Nan,Data Scientist - Tensorflow/ Deep Learning,TalentStack,Not disclosed,Mumbai,TensorflowPythondata structuresKerasIT SkillsData ScienceMachine LearningBig Data,https://www.naukri.com/job-listings-data-scientist-tensorflow-deep-learning-talentstack-mumbai-1-to-4-years-240621907392?src=jobsearchDesk&sid=16254846383146512&xp=4&px=7
104,TalentStack,Nan,Data Scientist - Computer Vision/NLP,TalentStack,Not disclosed,Mumbai,data structuresKerasTensorflowPythonIT SkillsData ScienceMachine LearningBig Data,https://www.naukri.com/job-listings-data-scientist-computer-vision-nlp-talentstack-mumbai-1-to-4-years-230621903344?src=jobsearchDesk&sid=16254846383146512&xp=5&px=7
105,Infogain India (P) Ltd.,3.4,"Senior Consultant, Development",Infogain India (P) Ltd.,Not disclosed,Mumbai,IT SkillsData ScienceBusiness servicesData analysisBackendClinical trialsManager TechnologyClinical Data Analyst,https://www.naukri.com/job-listings-senior-consultant-development-infogain-india-p-ltd-mumbai-8-to-11-years-300621500850?src=jobsearchDesk&sid=16254846383146512&xp=6&px=7
106,Mount Talent Consulting Private Limited ,Nan,Data Scientist,Mount Talent Consulting Private Limited ,"10,00,000 - 20,00,000 PA.","Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",IT SkillsData ScienceCloudBig DataBusiness StrategyCorporate StrategyHiveCloud Computing,https://www.naukri.com/job-listings-data-scientist-mount-talent-consulting-private-limited-mumbai-gurgaon-gurugram-bangalore-bengaluru-3-to-8-years-190521602628?src=jobsearchDesk&sid=16254846383146512&xp=7&px=7
107,GHRS TRAINING LLP  ,Nan,Data Scientist,GHRS TRAINING LLP  ,"15,00,000 - 20,00,000 PA.",Mumbai (All Areas),PythonDemand forecastingIndustrial EngineeringLabor planningSQLRIT SkillsData Science,https://www.naukri.com/job-listings-data-scientist-ghrs-training-llp-mumbai-all-areas-5-to-8-years-210621002700?src=jobsearchDesk&sid=16254846383146512&xp=8&px=7
108,AINE Info Tech Pvt Ltd,Nan,"Financial Research Analyst, Research Associate, Data Researcher",AINE Info Tech Pvt Ltd,"3,00,000 - 6,00,000 PA.","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Investment ResearchData ResearchFinancial AnalysisFinancial ResearchSecondary ResearchResearch AnalysisCompany AnalysisEquity Research,https://www.naukri.com/job-listings-financial-research-analyst-research-associate-data-researcher-aine-info-tech-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-2-years-030721000235?src=jobsearchDesk&sid=16254846383146512&xp=9&px=7
109,Hexaware Technologies Ltd.,3.4,Sr. MS BI Developer/Data Analyst/Lead - SSIS/SSRS/SSAS,Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai",SSRSMS SSISETLSSASMSBISSIS,https://www.naukri.com/job-listings-sr-ms-bi-developer-data-analyst-lead-ssis-ssrs-ssas-hexaware-technologies-ltd-mumbai-pune-chennai-3-to-8-years-101120005209?src=jobsearchDesk&sid=16254846383146512&xp=10&px=7
110,Synergistic Compusoft Private Limited,Nan,Full time_Data science trainer_Work from Home,Synergistic Compusoft Private Limited,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",pythonTableaumachine learningIT SkillsData ScienceJavaRNLP,https://www.naukri.com/job-listings-full-time-data-science-trainer-work-from-home-synergistic-compusoft-private-limited-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-9-years-250621001514?src=jobsearchDesk&sid=16254846383146512&xp=11&px=7
111,PRIMUS Global Technologies Private Limited  ,Nan,Mindtree Hiring-Data ScienceWith Python _Bangalore,PRIMUS Global Technologies Private Limited  ,"12,00,000 - 22,00,000 PA.","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Data ScienceRXgboostNeural NetworksSQL DatabaseUnsupervised LearningDecision TreesMachine Learning,https://www.naukri.com/job-listings-mindtree-hiring-data-sciencewith-python-bangalore-primus-global-technologies-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-230621600446?src=jobsearchDesk&sid=16254846383146512&xp=12&px=7
112,Credo Consulting,Nan,Specialist - Data Visualization - Qliksense/Tableau,Credo Consulting,Not disclosed,Mumbai,Data scienceStatistical ModelingData VisualizationData ModelingTableauData AnalyticsMachine LearningQliksense,https://www.naukri.com/job-listings-specialist-data-visualization-qliksense-tableau-credo-consulting-mumbai-3-to-6-years-180321903632?src=jobsearchDesk&sid=16254846383146512&xp=13&px=7
113,Maersk Tankers India Private Limited  ,4.5,Vessel Performance Data Scientist,Maersk Tankers India Private Limited  ,Not disclosed,Mumbai (All Areas),Data ScienceData ModelingPythonRoot Cause AnalysisAzureEnergy ManagementArtificial IntelligenceMachine Learning,https://www.naukri.com/job-listings-vessel-performance-data-scientist-maersk-tankers-india-private-limited-mumbai-all-areas-4-to-7-years-090621002737?src=jobsearchDesk&sid=16254846383146512&xp=14&px=7
114,Shaadi.com,3.6,Data Scientist,Shaadi.com,Not disclosed,Mumbai,Computer sciencetableauImage processingdata scienceMachine learningPredictive modelingNatural language processingbig data,https://www.naukri.com/job-listings-data-scientist-shaadi-com-mumbai-2-to-3-years-310820501669?src=jobsearchDesk&sid=16254846383146512&xp=15&px=7
115,ExecBoardinAsia,Nan,Customer Facing Data Scientist,ExecBoardinAsia,Not disclosed,Mumbai,AutomationProduct engineeringdata sciencePresalesAccount managementSales processfield engineeringFinancial services,https://www.naukri.com/job-listings-customer-facing-data-scientist-execboardinasia-mumbai-5-to-10-years-300421500222?src=jobsearchDesk&sid=16254846383146512&xp=16&px=7
