,Company,Rating,Review Count,Title,Experience,Salary,Location,Skills,Link,Role,Industry,Functional Area,Role Category,Employment Type,Industry Type,UG ,PG ,Doctorate 
95,Teamware Solutions,4.1,(129 Reviews),Data Science Requirements,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Python,Machine Learning,Big Data,Computer science,Text mining,PDF,Web analytics",https://www.naukri.com/job-listings-data-science-requirements-teamware-solutions-bangalore-bengaluru-4-to-9-years-020320500210?src=jobsearchDesk&sid=1626097679496253&xp=16&px=6,"Software Developer,",,"IT Software - System Programming,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,M.Tech in Electronics/Telecommunication,
96,Onsurity Technologies ,5.0,(14 Reviews),Data Analyst and Data Science,4-6 Yrs,"8,00,000 - 12,00,000 PA.",Bangalore/Bengaluru,"Alteryx,Power Bi,Data Analytics,Python",https://www.naukri.com/job-listings-data-analyst-and-data-science-onsurity-technologies-bangalore-bengaluru-4-to-6-years-240521001418?src=jobsearchDesk&sid=1626097679496253&xp=17&px=6,"Other,",,"Other,",Other,"Full Time, Permanent","Miscellaneous,",Any Graduate,,
97,Onsurity Technologies ,5.0,(14 Reviews),Data Analyst and Data Science,3-6 Yrs,"8,00,000 - 12,00,000 PA.",Bangalore/Bengaluru,"Alteryx,Power Bi,Data Analytics,Python",https://www.naukri.com/job-listings-data-analyst-and-data-science-onsurity-technologies-bangalore-bengaluru-3-to-6-years-010621002781?src=jobsearchDesk&sid=1626097679496253&xp=18&px=6,"Other,",,"Other,",Other,"Full Time, Permanent","Miscellaneous,",Any Graduate,,
98,KeepTruckin, , ,Manager Data Science,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,Statistical programming,SAN,Data analysis,data science,Machine learning,Telematics,Freight",https://www.naukri.com/job-listings-manager-data-science-keeptruckin-bangalore-bengaluru-4-to-7-years-090621500118?src=jobsearchDesk&sid=1626097679496253&xp=19&px=6,"Project Manager-IT/Software,",,"IT Software - Application Programming, Maintenance,",Project Management,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
99,Global Talent Pool, , ,Data Science (ETO - Engineering),3-5 Yrs,Not disclosed,"Mumbai, Bengaluru","Computer science,data science,Analytical,Programming,Data structures,Mathematics,Statistics,Python",https://www.naukri.com/job-listings-data-science-eto-engineering-global-talent-pool-mumbai-bengaluru-bangalore-3-to-5-years-191119500168?src=jobsearchDesk&sid=1626097679496253&xp=20&px=6,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Recruitment / Staffing,",B.Tech/B.E. in Computers,M.Tech in Computers,
100,Aptiv Technical Centre, , ,Data Science Engineer,1-4 Yrs,Not disclosed,Bengaluru,"Linux,Debugging,Agile,Instrumentation,MATLAB,VMS,Automotive,Robotics",https://www.naukri.com/job-listings-data-science-engineer-aptiv-technical-centre-bengaluru-bangalore-1-to-4-years-181120500811?src=jobsearchDesk&sid=16260980303851285&xp=1&px=7,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Electronic Components / Semiconductors,",Any Graduate,Post Graduation Not Required,
101,jupiter, , ,Software Development Engineer - Platform Data Science,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,Object oriented design,data science,Machine learning,Integration testing,CMS,Data structures,HTML",https://www.naukri.com/job-listings-software-development-engineer-platform-data-science-jupiter-bangalore-bengaluru-2-to-5-years-180221501588?src=jobsearchDesk&sid=16260980303851285&xp=2&px=7,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Courier / Logistics,",Any Graduate,Post Graduation Not Required,
102,Perform Group,4.2,(12 Reviews),Data Science Quality Assessment Engineer,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer vision,Construction,Web technologies,data science,Machine learning,Manager Technology,Wellness,Data analytics",https://www.naukri.com/job-listings-data-science-quality-assessment-engineer-perform-group-bengaluru-bangalore-3-to-6-years-120121501946?src=jobsearchDesk&sid=16260980303851285&xp=3&px=7,"Software Developer,",,"IT Software - Other,",Programming & Design,"Full Time, Permanent","Film / Music / Entertainment,",Any Graduate,Post Graduation Not Required,
103,EMSOL Employment Solutions , , ,Manager Data Science,9-14 Yrs,"9,00,000 - 14,00,000 PA.","Pune, Bangalore/Bengaluru, Delhi / NCR","Data Science,R,Power Bi,prescriptive models,Machine Learning,Predictive Analytics,Python",https://www.naukri.com/job-listings-manager-data-science-emsol-employment-solutions-pune-bangalore-bengaluru-delhi-ncr-9-to-14-years-020721004708?src=jobsearchDesk&sid=16260980303851285&xp=4&px=7,"Analytics Manager,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","BPO / Call Centre,","Any Graduate, B.Tech/B.E. in Any Specialization",,
104,Quality Engineering  Software Technologies Pvt. Ltd.,3.3,(746 Reviews),Data Science,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Testing,Data Science,Machine Learning,Cloud,AWS,Azure,Application design",https://www.naukri.com/job-listings-data-science-quality-engineering-software-technologies-pvt-ltd-bangalore-bengaluru-6-to-9-years-250621501195?src=jobsearchDesk&sid=16260980303851285&xp=5&px=7,"Outside Consultant,",,"IT Software - Application Programming, Maintenance,",Other,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
105,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Team Lead/Consultant-Data Science,7-11 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Data Science,Machine Learning,Artificial Intelligence,Publishing,Process orientation,Architecture,Consulting",https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-230621906029?src=jobsearchDesk&sid=16260980303851285&xp=6&px=7,Team Lead/Technical Lead,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
106,ExecBoardinAsia, , ,Associate Director - Data Science,11-15 Yrs,Not disclosed,Bangalore/Bengaluru,"advanced analytics,Data management,data science,big data analytics,Machine learning,Competency development,HR policies,E-commerce",https://www.naukri.com/job-listings-associate-director-data-science-execboardinasia-bangalore-bengaluru-11-to-15-years-121020500825?src=jobsearchDesk&sid=16260980303851285&xp=7&px=7,"Database Architect/Designer,",,"IT Software - eCommerce, Internet Technologies,",Programming & Design,"Full Time, Permanent","Recruitment / Staffing,",Any Graduate,Post Graduation Not Required,
107,CDM SMITH GLOBAL SERVICES INDIA LLP,4.4,(89 Reviews),Intermediate Data Science Specialist,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Artificial Intelligence,SQL Queries,Machine Learning,Deep Learning,Python",https://www.naukri.com/job-listings-intermediate-data-science-specialist-cdm-smith-global-services-india-llp-bangalore-bengaluru-3-to-6-years-010621006137?src=jobsearchDesk&sid=16260980303851285&xp=8&px=7,"Other,",,"Analytics & Business Intelligence,",Other,"Full Time, Permanent","Engineering & Construction,","BCA in Computers, B.Sc in Maths, Computers, Statistics, B.A in Economics, Statistics, Maths, B.Tech/B.E. in Any Specialization","M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization","MPHIL in Dermatology, Ph.D/Doctorate in Any Specialization, Any Doctorate"
108,Enrich and Enlight, , ,Associate Manager Data science,5-10 Yrs,"15,00,000 - 30,00,000 PA.","Noida, Gurgaon/Gurugram, Bangalore/Bengaluru","verbal communication,SQL,Azure,Python,software development life cycle,SDLC,Presentation,written",https://www.naukri.com/job-listings-associate-manager-data-science-enrich-and-enlight-noida-gurgaon-gurugram-bangalore-bengaluru-5-to-10-years-240521001824?src=jobsearchDesk&sid=16260980303851285&xp=9&px=7,"Analytics Manager,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,Any Doctorate
109,Gladwin Analytics,4.0,(2 Reviews),Country Manager - Data Science,8-13 Yrs,Not disclosed,"Mumbai, Bengaluru","Product launch,Computer science,SAP,data science,Diagnostics,Coding,Analytical,Machine learning",https://www.naukri.com/job-listings-country-manager-data-science-gladwin-analytics-mumbai-bengaluru-bangalore-8-to-13-years-221118500074?src=jobsearchDesk&sid=16260980303851285&xp=10&px=7,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Recruitment / Staffing,",B.A in Statistics,M.A in Statistics,
110,Perform Group,4.2,(12 Reviews),Data Science Specialist,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Opencv,Consulting,Research,AWS,Python",https://www.naukri.com/job-listings-data-science-specialist-perform-group-bangalore-bengaluru-3-to-5-years-200521501530?src=jobsearchDesk&sid=16260980303851285&xp=11&px=7,"Team Lead/Technical Lead,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Film / Music / Entertainment,",Any Graduate,Post Graduation Not Required,
111,ExecBoardinAsia, , ,"Asst. Manager, Data Science and Modelling",11-15 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Product innovation,Banking,Data quality,Research,digital transformation,Analytics",https://www.naukri.com/job-listings-asst-manager-data-science-and-modelling-execboardinasia-bangalore-bengaluru-11-to-15-years-200421500431?src=jobsearchDesk&sid=16260980303851285&xp=12&px=7,"Team Lead/Technical Lead,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Recruitment / Staffing,",Any Graduate,Post Graduation Not Required,
112,ExecBoardinAsia, , ,Head of Data Science,11-15 Yrs,Not disclosed,Bengaluru,"Client satisfaction,Head Business Development,data science,Machine learning,Presales,Recruitment",https://www.naukri.com/job-listings-head-of-data-science-execboardinasia-bengaluru-bangalore-11-to-15-years-190221500276?src=jobsearchDesk&sid=16260980303851285&xp=13&px=7,"Head/VP/GM-Technology(IT)/CTO,",,"IT Software - Application Programming, Maintenance,",Senior Management,"Full Time, Permanent","Recruitment / Staffing,",Any Graduate,Post Graduation Not Required,
113,ExecBoardinAsia, , ,"Manager, Data Science",11-15 Yrs,Not disclosed,Bengaluru,"deep learning,Statistical analysis,data science,Machine learning,Cloud,Cosmos,big data,Analytics",https://www.naukri.com/job-listings-manager-data-science-execboardinasia-bengaluru-bangalore-11-to-15-years-170820500744?src=jobsearchDesk&sid=16260980303851285&xp=14&px=7,"Team Lead/Technical Lead,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Recruitment / Staffing,",B.Tech/B.E. in Computers,Post Graduation Not Required,
