,Company,Rating,Review Count,Title,Experience,Salary,Location,Skills,Link,Role,Industry,Functional Area,Role Category,Employment Type,Industry Type,UG ,PG ,Doctorate 
0,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Analyst-Data Science,3-5 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Data Science,Artificial Intelligence,Analytical skills,Analyst,Statistical analysis,Publishing,Architecture",https://www.naukri.com/job-listings-analyst-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-3-to-5-years-010721901800?src=jobsearchDesk&sid=16260957163496902&xp=1&px=2,Research Associate,IT Services & Consulting,"Strategy, Management Consulting, Corporate Planning",Corporate Planning/Consulting/Strategy,"Full Time, Permanent",,,,
1,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Digital Data Engineering Practitioner,8-10 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Python,Data Science,Machine Learning,Big Data,Data modeling,Consulting,Data collection",https://www.naukri.com/job-listings-data-science-digital-data-engineering-practitioner-accenture-solutions-pvt-ltd-bangalore-bengaluru-8-to-10-years-060721908372?src=jobsearchDesk&sid=16260957163496902&xp=2&px=2,Database Architect/Designer,IT Services & Consulting,IT Software - Other,Programming & Design,"Full Time, Permanent",,,,
2,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Digital Data Engineering Practitioner,6-8 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"Analytical skills,data science,Data modeling,Consulting,Machine learning,Data collection,professional services,big data",https://www.naukri.com/job-listings-data-science-digital-data-engineering-practitioner-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-060721907375?src=jobsearchDesk&sid=16260957163496902&xp=3&px=2,Database Architect/Designer,IT Services & Consulting,IT Software - Other,Programming & Design,"Full Time, Permanent",,,,
3,Black Turtle India Pvt Ltd,3.3,(46 Reviews),Opening For Data Science / ML –SAS / Python / R ( AVP & Manager level),6-11 Yrs," 18,00,000 - 33,00,000 P.A. ",Bangalore/Bengaluru,"SAS,Machine Learning,Python",https://www.naukri.com/job-listings-opening-for-data-science-ml-sas-python-r-avp-manager-level-black-turtle-india-pvt-ltd-bangalore-bengaluru-6-to-11-years-070721002956?src=jobsearchDesk&sid=16260957163496902&xp=4&px=2,Analytics Manager,Investment Banking / Venture Capital / Private Equity,Analytics & Business Intelligence,Analytics & BI,"Full Time, Permanent",,,,
4,Hexaware Technologies Ltd.,3.5,(1663 Reviews),Analytics Data science and IOT Lead,9-12 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru","python,Databricks,Azure ML,Machine Learning,IT Skills,Data Science,Azure,deep learning",https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-mumbai-pune-chennai-bangalore-bengaluru-9-to-12-years-290621500192?src=jobsearchDesk&sid=16260957163496902&xp=5&px=2,"Management Information Systems(MIS)-Manager,",,"IT Software - Application Programming, Maintenance,",Admin/Maintenance/Security/Datawarehousing,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Computers,Post Graduation Not Required,
5,4ONLINEMEDIA , , ,Freshers- Data Science and Analytics,0-5 Yrs,"3,00,000 - 5,00,000 PA.",Bangalore/Bengaluru,"machine learning,analytical,Tableau,Data Analytics,Data science,Deep learning,IT Skills,Python",https://www.naukri.com/job-listings-freshers-data-science-and-analytics-4onlinemedia-bangalore-bengaluru-0-to-5-years-120721000317?src=jobsearchDesk&sid=16260957163496902&xp=6&px=2,"Software Developer,",,"IT Software - Other,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,,
6,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Dataiku Data Science Studio (DSS) Database Administrator,4-6 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"Linux,LDAP,data science,Configuration management,Consulting,Cluster Management,DBMS,Database Administrator",https://www.naukri.com/job-listings-dataiku-data-science-studio-dss-database-administrator-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-070721904204?src=jobsearchDesk&sid=16260957163496902&xp=7&px=2,DBA,IT Services & Consulting,"IT Software - DBA, Datawarehousing",Admin/Maintenance/Security/Datawarehousing,"Full Time, Permanent",,,,
7,ExecBoardinAsia, , ,Associate Manager - Data Science,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Training,Solution design,data science,Design development,Application development,Analytics,Testing",https://www.naukri.com/job-listings-associate-manager-data-science-execboardinasia-bangalore-bengaluru-5-to-10-years-060721500892?src=jobsearchDesk&sid=16260957163496902&xp=8&px=2,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Recruitment / Staffing,",Any Graduate,Any Postgraduate,
8,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Team Lead/Consultant-Data Science,7-11 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"Business administration,Publishing,data science,Architecture,Project management,Artificial Intelligence,Machine learning,Consulting",https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-050721905002?src=jobsearchDesk&sid=16260957163496902&xp=9&px=2,Senior Outside Consultant,IT Services & Consulting,"Strategy, Management Consulting, Corporate Planning",Corporate Planning/Consulting/Strategy,"Full Time, Permanent",,,,
9,Dell International Services India  Private Limited,4.1,(1771 Reviews),"Consultant, Data Science",12-15 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Predictive Modeling,C,Algorithms,Visual Basic,Artificial Intelligence,Probability,Programming",https://www.naukri.com/job-listings-consultant-data-science-dell-international-services-india-private-limited-bangalore-bengaluru-12-to-15-years-030721902155?src=jobsearchDesk&sid=16260957163496902&xp=10&px=2,"Outside Technical Consultant,",,"IT Software - DBA, Datawarehousing,",System Design/Implementation/ERP/CRM,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,Doctorate Not Required
10,Golden Opportunities Pvt Ltd,4.7,(2 Reviews),VP Data Science & Data Transformation reporting,16-20 Yrs,"35,00,000 - 60,00,000 PA.",Bangalore/Bengaluru,"Data Transformation,Data Science,Artificial Intelligence,Neural Networks,Statistical Modeling,Data Analytics,Machine Learning,Deep Learning",https://www.naukri.com/job-listings-vp-data-science-data-transformation-reporting-golden-opportunities-pvt-ltd-bangalore-bengaluru-16-to-20-years-090721007692?src=jobsearchDesk&sid=16260957163496902&xp=11&px=2,"Head/VP/GM - Analytics & BI,",,"Analytics & Business Intelligence,",Senior Management,"Full Time, Permanent","BPO / Call Centre,",Any Graduate,,
11,Techstar Software Development India Pvt. Ltd.,3.5,(25 Reviews),Data Science Engineer - R/ Python,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Python,Keras,Trigger,CNN,IBM SPSS,Pyspark,LSTM,R",https://www.naukri.com/job-listings-data-science-engineer-r-python-techstar-software-development-india-pvt-ltd-bangalore-bengaluru-3-to-6-years-230121904235?src=jobsearchDesk&sid=16260957163496902&xp=12&px=2,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,","B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Computers",Any Postgraduate,Doctorate Not Required
12,Siemens Limited,4.2,(2190 Reviews),Data Science Engineer,0-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Data analysis,GIT,Coding,Software configuration management,Consulting,Integration testing,Agile,Unit testing",https://www.naukri.com/job-listings-data-science-engineer-siemens-limited-bangalore-bengaluru-0-to-5-years-090721501021?src=jobsearchDesk&sid=16260957163496902&xp=13&px=2,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Electronic Components / Semiconductors,",B.Tech/B.E. in Computers,Post Graduation Not Required,
13,Remah IT, , ,Business Consultant - Data Science,10-18 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru","AWS,Azure,GCP,Data Science,Data Architect,Google Cloud Platform,Cloud,Snowflake DB",https://www.naukri.com/job-listings-business-consultant-data-science-remah-it-kolkata-mumbai-hyderabad-secunderabad-bangalore-bengaluru-10-to-18-years-060421901437?src=jobsearchDesk&sid=16260957163496902&xp=14&px=2,"Database Architect/Designer,",,"IT Software - DBA, Datawarehousing,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,","B.Tech/B.E. in Any Specialization, BCA in Computers, B.Sc in Any Specialization",Any Postgraduate,Doctorate Not Required
14,Cambridge Technology Enterprises Limited,3.9,(39 Reviews),Senior Engineer / Lead - Data Science,10-20 Yrs,"25,00,000 - 40,00,000 PA.","Hyderabad/Secunderabad, Bangalore/Bengaluru","Artificial Intelligence,Pandas,Machine Learning,Scikit-Learn,Numpy,Python,SQL",https://www.naukri.com/job-listings-senior-engineer-lead-data-science-cambridge-technology-enterprises-limited-hyderabad-secunderabad-bangalore-bengaluru-10-to-20-years-040321000071?src=jobsearchDesk&sid=16260957163496902&xp=15&px=2,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,Any Doctorate
15,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Application Lead,8-10 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Python,Data Science,Machine Learning,NoSQL,cassandra,Consulting,MongoDB",https://www.naukri.com/job-listings-data-science-application-lead-accenture-solutions-pvt-ltd-bangalore-bengaluru-8-to-10-years-280621911944?src=jobsearchDesk&sid=16260957163496902&xp=16&px=2,Team Lead/Technical Lead,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
16,UNITED TECHNOLOGIES CORPORATION INDIA PRIVATE LIMI , , ,Senior Specialist - Data Science & Analytics | Pratt & Whitney |,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Tensorflow,Hive,Artificial Intelligence,Hadoop,Machine Learning,Analytics,Python",https://www.naukri.com/job-listings-senior-specialist-data-science-analytics-pratt-whitney-united-technologies-corporation-india-private-limi-bangalore-bengaluru-5-to-10-years-140621002813?src=jobsearchDesk&sid=16260957163496902&xp=17&px=2,"Analytics Manager,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Defence & Aerospace,",B.Tech/B.E. in Any Specialization,,
17,Conduent,3.5,(1044 Reviews),"Senior Manager , Data Science",7-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","IT Skills,Python,Data Science,Machine Learning,Big Data,C++,Agile,Healthcare",https://www.naukri.com/job-listings-senior-manager-data-science-conduent-hyderabad-secunderabad-bangalore-bengaluru-7-to-12-years-020721500792?src=jobsearchDesk&sid=16260957163496902&xp=18&px=2,"Outside Consultant,",,"IT Software - Other,",Other,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Computers,Post Graduation Not Required,
18,Reliance Jio Infocomm Ltd.,4.0,(10076 Reviews),Manager Data Science,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Report generation,Data management,Machine learning,Data structures,Business modeling,Mobile applications,Data warehousing,Predictive analytics",https://www.naukri.com/job-listings-manager-data-science-reliance-jio-infocomm-ltd-bangalore-bengaluru-5-to-9-years-020721501122?src=jobsearchDesk&sid=16260957163496902&xp=19&px=2,"Business Analyst,",,"IT Software - Application Programming, Maintenance,",System Design/Implementation/ERP/CRM,"Full Time, Permanent","Telecom / ISP,",B.Tech/B.E. in Production/Industrial,Post Graduation Not Required,
19,Reliance Jio Infocomm Ltd.,4.0,(10076 Reviews),Manager Data Science,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Report generation,Data management,Machine learning,Data structures,Business modeling,Mobile applications,Data warehousing,Predictive analytics",https://www.naukri.com/job-listings-manager-data-science-reliance-jio-infocomm-ltd-bangalore-bengaluru-5-to-8-years-010721501332?src=jobsearchDesk&sid=16260957163496902&xp=20&px=2,"Business Analyst,",,"IT Software - Application Programming, Maintenance,",System Design/Implementation/ERP/CRM,"Full Time, Permanent","Telecom / ISP,",Any Graduate,Post Graduation Not Required,
20,Bigshyft Hiring for KeepTruckin, , ,Manager Data Science,5-10 Yrs,"18,00,000 - 33,00,000 PA.",Bangalore/Bengaluru,"Algorithms,Data Analysis,Machine Learning ML,SQL,Python",https://www.naukri.com/job-listings-manager-data-science-bigshyft-hiring-for-keeptruckin-bangalore-bengaluru-5-to-10-years-300621900705?src=jobsearchDesk&sid=16260961424203996&xp=1&px=3,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Internet,",B.Tech/B.E. in Any Specialization,,
21,FUTURES AND CAREERS, , ,Deputy Manager - Data Science,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,BigData technologies,R Programming,Pandas,NumPy,Machine Learning techniques,Python",https://www.naukri.com/job-listings-deputy-manager-data-science-futures-and-careers-bangalore-bengaluru-8-to-12-years-060721600263?src=jobsearchDesk&sid=16260961424203996&xp=2&px=3,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,"M.Tech in Any Specialization, MBA/PGDM in Any Specialization",Doctorate Not Required
22,Zycus Infotech Pvt Ltd,3.2,(173 Reviews),Director Data Science,14-17 Yrs,Not disclosed,Bangalore/Bengaluru,"Predictive Modeling,Java,C++,data modelling,Artificial Intelligence,Perl,Machine Learning,Angular",https://www.naukri.com/job-listings-director-data-science-zycus-infotech-pvt-ltd-bangalore-bengaluru-14-to-17-years-290621902753?src=jobsearchDesk&sid=16260961424203996&xp=3&px=3,"CEO/MD/Director,",,"Top Management,",Other,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
23,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Associate-Data Science,1-3 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Data Science,Machine Learning,Artificial Intelligence,Statistical programming,Computer science,Publishing,Architecture",https://www.naukri.com/job-listings-associate-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-1-to-3-years-280621907378?src=jobsearchDesk&sid=16260961424203996&xp=4&px=3,Database Architect/Designer,IT Services & Consulting,IT Software - Other,Programming & Design,"Full Time, Permanent",,,,
24,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Associate-Data Science,1-3 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Data Science,Artificial Intelligence,Analytical skills,Publishing,Architecture,Consulting,data visualization",https://www.naukri.com/job-listings-associate-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-1-to-3-years-280621908193?src=jobsearchDesk&sid=16260961424203996&xp=5&px=3,Business/EDP Analyst,IT Services & Consulting,"ITES, BPO, KPO, LPO, Customer Service, Operations",Operations,"Full Time, Permanent",,,,
25,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Team Lead/Consultant-Data Science,7-11 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Data Science,Artificial Intelligence,Analytical skills,Statistical analysis,Publishing,Architecture,management",https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-280621908091?src=jobsearchDesk&sid=16260961424203996&xp=6&px=3,Research Associate,IT Services & Consulting,"Strategy, Management Consulting, Corporate Planning",Corporate Planning/Consulting/Strategy,"Full Time, Permanent",,,,
26,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Associate-Data Science,1-3 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Data Science,Artificial Intelligence,Analytical skills,Publishing,Statistical analysis,Architecture,Consulting",https://www.naukri.com/job-listings-associate-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-1-to-3-years-010721903091?src=jobsearchDesk&sid=16260961424203996&xp=7&px=3,Business/EDP Analyst,IT Services & Consulting,"ITES, BPO, KPO, LPO, Customer Service, Operations",Operations,"Full Time, Permanent",,,,
27,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Team Lead/Consultant-Data Science,7-11 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Data Science,Machine Learning,Artificial Intelligence,Big Data,Tableau,Publishing,Architecture",https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-010721901911?src=jobsearchDesk&sid=16260961424203996&xp=8&px=3,Research Associate,IT Services & Consulting,"Strategy, Management Consulting, Corporate Planning",Corporate Planning/Consulting/Strategy,"Full Time, Permanent",,,,
28,DXC Technology,3.5,(3963 Reviews),Associate Professional Data Sciences,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,"HTML5,Spotfire,Tableau,Python,SPSS,machine learning,R,Qlikview",https://www.naukri.com/job-listings-associate-professional-data-sciences-dxc-technology-bangalore-bengaluru-0-to-2-years-220421501142?src=jobsearchDesk&sid=16260961424203996&xp=9&px=3,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,","Any Graduate, B.Tech/B.E. in Any Specialization",Any Postgraduate,
29,Techstar Software Development India Pvt. Ltd.,3.5,(25 Reviews),Data Science Engineer - R/ Python,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Python,Keras,Trigger,CNN,IBM SPSS,Pyspark,LSTM,R",https://www.naukri.com/job-listings-data-science-engineer-r-python-techstar-software-development-india-pvt-ltd-bangalore-bengaluru-3-to-6-years-230121904235?src=jobsearchDesk&sid=16260961424203996&xp=10&px=3,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,","BCA in Computers, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization",Any Postgraduate,Doctorate Not Required
30,Brains N skills, , ,Fresher - Data science only from bangalore - immediate joinees only,0-5 Yrs,"2,00,000 - 3,25,000 PA.",Bangalore/Bengaluru(Dairy Circle +1),"data science,IT Skills,fresher,datascience intern,data scientist,B.E fresher,internship",https://www.naukri.com/job-listings-fresher-data-science-only-from-bangalore-immediate-joinees-only-brains-n-skills-bangalore-bengaluru-0-to-5-years-090721001313?src=jobsearchDesk&sid=16260961424203996&xp=11&px=3,"Fresher,",,"IT Software - Application Programming, Maintenance,",Other,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,,
31,Siemens Limited,4.2,(2190 Reviews),Senior Data Science Engineer,0-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Data analysis,GIT,Coding,Software configuration management,Consulting,Integration testing,Agile,Unit testing",https://www.naukri.com/job-listings-senior-data-science-engineer-siemens-limited-bangalore-bengaluru-0-to-5-years-100621500954?src=jobsearchDesk&sid=16260961424203996&xp=12&px=3,"Software Developer,",,"IT Software - DBA, Datawarehousing,",Programming & Design,"Full Time, Permanent","Electronic Components / Semiconductors,",B.Tech/B.E. in Computers,Post Graduation Not Required,
32,RGF Professional Recruitment,2.8,(3 Reviews),Application Developer Sr. Data Science,6-8 Yrs,Not disclosed,Bengaluru,"Computer science,MS SQL,Data analysis,data science,Data modeling,Web development,Workflow,Stored procedures",https://www.naukri.com/job-listings-application-developer-sr-data-science-rgf-professional-recruitment-bengaluru-bangalore-6-to-8-years-220321500830?src=jobsearchDesk&sid=16260961424203996&xp=13&px=3,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Recruitment / Staffing,",Any Graduate,Post Graduation Not Required,
33,Grail Research,2.2,(14 Reviews),Data science - Analyst,1-3 Yrs,"5,00,000 - 8,00,000 PA.","Bangalore/Bengaluru, Delhi / NCR","Tableau,SQL,Python,Data Science,Airflow,Snowflake,Data Visualization,Jupyter",https://www.naukri.com/job-listings-data-science-analyst-grail-research-bangalore-bengaluru-delhi-ncr-1-to-3-years-230621004661?src=jobsearchDesk&sid=16260961424203996&xp=14&px=3,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Analytics / KPO / Research,",Any Graduate,,
34,Nuware  Systems Pvt Ltd,4.1,(22 Reviews),Analyst - Data Science,3-6 Yrs,Not disclosed,Bengaluru,"Data analysis,RDBMS,Bfsi,Application programming,Machine learning,Investment banking,Data mining,Macros",https://www.naukri.com/job-listings-analyst-data-science-nuware-systems-pvt-ltd-bengaluru-bangalore-3-to-6-years-301019501355?src=jobsearchDesk&sid=16260961424203996&xp=15&px=3,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
35,Epsilon,3.8,(192 Reviews),Data Science Analyst 2,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Testing,Data Science,Data analysis,Factor analysis,Analytical,Machine learning,Risk management",https://www.naukri.com/job-listings-data-science-analyst-2-epsilon-bangalore-bengaluru-2-to-5-years-210421500356?src=jobsearchDesk&sid=16260961424203996&xp=16&px=3,"Team Lead/Technical Lead,",,"IT Software - Other,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
36,Epsilon,3.8,(192 Reviews),Data Science Analyst 2,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Testing,Data Science,Machine Learning,Data analysis,Factor analysis,Analytical,Risk management",https://www.naukri.com/job-listings-data-science-analyst-2-epsilon-bangalore-bengaluru-2-to-5-years-040621500969?src=jobsearchDesk&sid=16260961424203996&xp=17&px=3,"Outside Consultant,",,"ITES, BPO, KPO, LPO, Customer Service, Operations,",Other,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
37,Bloom Consulting Services,4.1,(20 Reviews),Analyst (Data Science),3-8 Yrs,Not disclosed,Bengaluru,"github,Version control,data science,SQL database,Agile development,control testing,Consulting,Machine learning",https://www.naukri.com/job-listings-analyst-data-science-bloom-consulting-services-bengaluru-bangalore-3-to-8-years-201218500271?src=jobsearchDesk&sid=16260961424203996&xp=18&px=3,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Recruitment / Staffing,",Any Graduate,Any Postgraduate,
38,CRED, , ,data science analyst,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"Analytical skills,Health insurance,data science,Data quality,Data mining,big data,Operations,Monitoring",https://www.naukri.com/job-listings-data-science-analyst-cred-bangalore-bengaluru-1-to-3-years-170621502054?src=jobsearchDesk&sid=16260961424203996&xp=19&px=3,"Software Developer,",,"IT Software - DBA, Datawarehousing,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
39,Catalyst,3.7,(11 Reviews),Data Science/analysis Expert - Machine Learning,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Python,Data Science,Machine Learning,Tableau,analytics,deep learning,algorithms",https://www.naukri.com/job-listings-data-science-analysis-expert-machine-learning-catalyst-bangalore-bengaluru-2-to-6-years-160919001838?src=jobsearchDesk&sid=16260961424203996&xp=20&px=3,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,"M.A in Maths, Statistics, MS/M.Sc(Science) in Maths, Statistics","Any Doctorate, Doctorate Not Required"
40,TalPro, , ,Head of Data Science - Remote till Covid,10-20 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru","Data Science,Predictive Modeling,Upsell,NLP,Sales,Segmentation,Artificial Intelligence,Data Modeling",https://www.naukri.com/job-listings-head-of-data-science-remote-till-covid-talpro-mumbai-bangalore-bengaluru-10-to-20-years-281120002964?src=jobsearchDesk&sid=16260966427443452&xp=1&px=4,"Head/VP/GM-Technology(IT)/CTO,",,"IT Software - eCommerce, Internet Technologies,",Senior Management,"Full Time, Permanent","Internet,","Graduation Not Required, Any Graduate","Any Postgraduate, Post Graduation Not Required","Doctorate Not Required, Any Doctorate"
41,Ally -eXecutive HR Consulting Partner, , ,Team Lead/Manager - Data Science - Spark/Python,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Java,Python,Data Science,Machine Learning,Cloud,Big Data,Hive",https://www.naukri.com/job-listings-team-lead-manager-data-science-spark-python-ally-executive-hr-consulting-partner-bangalore-bengaluru-8-to-12-years-100321901883?src=jobsearchDesk&sid=16260966427443452&xp=2&px=4,"IT/Networking-Manager,",,"IT Software - DBA, Datawarehousing,",Admin/Maintenance/Security/Datawarehousing,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,M.Tech in Any Specialization,Doctorate Not Required
42,CHANGE LEADERS CONSULTING, , ,Tech PM Data Science | MNC | 5 Days Working,10-15 Yrs,"20,00,000 - 35,00,000 PA.",Bangalore/Bengaluru,"Data Science,R,Technical Project Manager,Data Scientist,Artificial Intelligence,AI,Technical Leadership,Statistical Modelling",https://www.naukri.com/job-listings-tech-pm-data-science-mnc-5-days-working-change-leaders-consulting-bangalore-bengaluru-10-to-15-years-010721605030?src=jobsearchDesk&sid=16260966427443452&xp=3&px=4,"Project Manager-IT/Software,",,"Site Engineering, Project Management,",Project Management,"Full Time, Permanent","Analytics / KPO / Research,",Any Graduate,Any Postgraduate,Doctorate Not Required
43,Talpro, , ,Chief Intelligence Officer - Data Science & Analytics,8-12 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru","SAS,Data Management,Statistics,Analytics",https://www.naukri.com/job-listings-chief-intelligence-officer-data-science-analytics-talpro-mumbai-gurgaon-gurugram-delhi-ncr-bangalore-bengaluru-8-to-12-years-110620904735?src=jobsearchDesk&sid=16260966427443452&xp=4&px=4,"Head/VP/GM - Analytics & BI,",,"Analytics & Business Intelligence,",Senior Management,"Full Time, Permanent","Analytics / KPO / Research,",Any Graduate,MBA/PGDM in Any Specialization,Doctorate Not Required
44,NELSON CONSULTANTS   , , ,"Data Science -Algorithm Expert (NLP ) Java, Python, C++ |8+Exp |Blore",6-10 Yrs,Not disclosed,Bangalore/Bengaluru,"C ++,syntax analysis,machine learning,Java,algorithm,Python,IT Skills,Big Data",https://www.naukri.com/job-listings-data-science-algorithm-expert-nlp-java-python-c-8-exp-blore-nelson-consultants-bangalore-bengaluru-6-to-10-years-300621002168?src=jobsearchDesk&sid=16260966427443452&xp=5&px=4,"Software Developer,",,"IT Software - Client/Server Programming,",Programming & Design,"Full Time, Permanent","Software Product,",B.Tech/B.E. in Any Specialization,,
45,EDU ANGELS INDIA PVT LTD  , , ,Curriculum Assistant (Data Science),1-4 Yrs,"6,00,000 - 10,00,000 PA.","Bangalore/Bengaluru, Mumbai (All Areas)","Curriculum Development,Python",https://www.naukri.com/job-listings-curriculum-assistant-data-science-edu-angels-india-pvt-ltd-bangalore-bengaluru-mumbai-all-areas-1-to-4-years-290621007670?src=jobsearchDesk&sid=16260966427443452&xp=6&px=4,"Curriculum Designer,",,"Teaching, Education, Training, Counselling,",Teachers,"Full Time, Permanent","E-Learning / EdTech,",Any Graduate,,
46,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Associate-Data Science,1-3 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Data Science,Machine Learning,Artificial Intelligence,Statistical programming,Computer science,Publishing,Architecture",https://www.naukri.com/job-listings-associate-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-1-to-3-years-280621907378?src=jobsearchDesk&sid=16260966427443452&xp=7&px=4,Database Architect/Designer,IT Services & Consulting,IT Software - Other,Programming & Design,"Full Time, Permanent",,,,
